od,path,edge,delta,origin,destination
15,6,5,0,2,8
15,6,6,0,2,8
15,6,7,0,2,8
15,6,8,0,2,8
15,7,1,0,2,8
15,7,2,0,2,8
15,7,3,0,2,8
15,7,4,0,2,8
15,7,5,0,2,8
15,7,6,0,2,8
15,7,7,0,2,8
15,7,8,0,2,8
15,8,1,0,2,8
15,8,2,0,2,8
15,8,3,0,2,8
15,8,4,0,2,8
15,8,5,0,2,8
15,8,6,0,2,8
15,8,7,0,2,8
15,8,8,0,2,8
15,9,1,0,2,8
15,9,2,0,2,8
15,9,3,0,2,8
15,9,4,0,2,8
15,9,5,0,2,8
15,9,6,0,2,8
15,9,7,0,2,8
15,9,8,0,2,8
15,10,1,0,2,8
15,10,2,0,2,8
15,10,3,0,2,8
15,10,4,0,2,8
15,10,5,0,2,8
15,10,6,0,2,8
15,10,7,0,2,8
15,10,8,0,2,8
16,1,1,0,2,9
16,1,2,1,2,9
16,1,3,1,2,9
16,1,4,0,2,9
16,1,5,0,2,9
16,1,6,1,2,9
16,1,7,0,2,9
16,1,8,1,2,9
16,2,1,0,2,9
16,2,2,0,2,9
16,2,3,0,2,9
16,2,4,0,2,9
16,2,5,0,2,9
16,2,6,0,2,9
16,2,7,0,2,9
16,2,8,0,2,9
16,3,1,0,2,9
16,3,2,0,2,9
16,3,3,0,2,9
16,3,4,0,2,9
16,3,5,0,2,9
16,3,6,0,2,9
16,3,7,0,2,9
16,3,8,0,2,9
16,4,1,0,2,9
16,4,2,0,2,9
16,4,3,0,2,9
16,4,4,0,2,9
16,4,5,0,2,9
16,4,6,0,2,9
16,4,7,0,2,9
16,4,8,0,2,9
16,5,1,0,2,9
16,5,2,0,2,9
16,5,3,0,2,9
16,5,4,0,2,9
16,5,5,0,2,9
16,5,6,0,2,9
16,5,7,0,2,9
16,5,8,0,2,9
16,6,1,0,2,9
16,6,2,0,2,9
16,6,3,0,2,9
16,6,4,0,2,9
16,6,5,0,2,9
16,6,6,0,2,9
16,6,7,0,2,9
16,6,8,0,2,9
16,7,1,0,2,9
16,7,2,0,2,9
16,7,3,0,2,9
16,7,4,0,2,9
16,7,5,0,2,9
16,7,6,0,2,9
16,7,7,0,2,9
16,7,8,0,2,9
16,8,1,0,2,9
16,8,2,0,2,9
16,8,3,0,2,9
16,8,4,0,2,9
16,8,5,0,2,9
16,8,6,0,2,9
16,8,7,0,2,9
16,8,8,0,2,9
16,9,1,0,2,9
16,9,2,0,2,9
16,9,3,0,2,9
16,9,4,0,2,9
16,9,5,0,2,9
16,9,6,0,2,9
16,9,7,0,2,9
16,9,8,0,2,9
16,10,1,0,2,9
16,10,2,0,2,9
16,10,3,0,2,9
16,10,4,0,2,9
16,10,5,0,2,9
16,10,6,0,2,9
16,10,7,0,2,9
16,10,8,0,2,9
17,1,1,1,3,1
17,1,2,0,3,1
17,1,3,0,3,1
17,1,4,0,3,1
17,1,5,0,3,1
17,1,6,0,3,1
17,1,7,0,3,1
17,1,8,0,3,1
17,2,1,0,3,1
17,2,2,0,3,1
17,2,3,0,3,1
17,2,4,0,3,1
17,2,5,0,3,1
17,2,6,0,3,1
17,2,7,0,3,1
17,2,8,0,3,1
17,3,1,0,3,1
17,3,2,0,3,1
17,3,3,0,3,1
17,3,4,0,3,1
17,3,5,0,3,1
17,3,6,0,3,1
17,3,7,0,3,1
17,3,8,0,3,1
17,4,1,0,3,1
17,4,2,0,3,1
17,4,3,0,3,1
17,4,4,0,3,1
17,4,5,0,3,1
17,4,6,0,3,1
17,4,7,0,3,1
17,4,8,0,3,1
17,5,1,0,3,1
17,5,2,0,3,1
17,5,3,0,3,1
17,5,4,0,3,1
17,5,5,0,3,1
17,5,6,0,3,1
17,5,7,0,3,1
17,5,8,0,3,1
17,6,1,0,3,1
17,6,2,0,3,1
17,6,3,0,3,1
17,6,4,0,3,1
17,6,5,0,3,1
17,6,6,0,3,1
17,6,7,0,3,1
17,6,8,0,3,1
17,7,1,0,3,1
17,7,2,0,3,1
17,7,3,0,3,1
17,7,4,0,3,1
17,7,5,0,3,1
17,7,6,0,3,1
17,7,7,0,3,1
17,7,8,0,3,1
17,8,1,0,3,1
17,8,2,0,3,1
17,8,3,0,3,1
17,8,4,0,3,1
17,8,5,0,3,1
17,8,6,0,3,1
17,8,7,0,3,1
17,8,8,0,3,1
17,9,1,0,3,1
17,9,2,0,3,1
17,9,3,0,3,1
17,9,4,0,3,1
17,9,5,0,3,1
17,9,6,0,3,1
17,9,7,0,3,1
17,9,8,0,3,1
17,10,1,0,3,1
17,10,2,0,3,1
17,10,3,0,3,1
17,10,4,0,3,1
17,10,5,0,3,1
17,10,6,0,3,1
17,10,7,0,3,1
17,10,8,0,3,1
18,1,1,0,3,2
18,1,2,1,3,2
18,1,3,0,3,2
18,1,4,0,3,2
18,1,5,0,3,2
18,1,6,0,3,2
18,1,7,0,3,2
18,1,8,0,3,2
18,2,1,0,3,2
18,2,2,0,3,2
18,2,3,0,3,2
18,2,4,0,3,2
18,2,5,0,3,2
18,2,6,0,3,2
18,2,7,0,3,2
18,2,8,0,3,2
18,3,1,0,3,2
18,3,2,0,3,2
18,3,3,0,3,2
18,3,4,0,3,2
18,3,5,0,3,2
18,3,6,0,3,2
18,3,7,0,3,2
18,3,8,0,3,2
18,4,1,0,3,2
18,4,2,0,3,2
18,4,3,0,3,2
18,4,4,0,3,2
18,4,5,0,3,2
18,4,6,0,3,2
18,4,7,0,3,2
18,4,8,0,3,2
18,5,1,0,3,2
18,5,2,0,3,2
18,5,3,0,3,2
18,5,4,0,3,2
18,5,5,0,3,2
18,5,6,0,3,2
18,5,7,0,3,2
18,5,8,0,3,2
18,6,1,0,3,2
18,6,2,0,3,2
18,6,3,0,3,2
18,6,4,0,3,2
18,6,5,0,3,2
18,6,6,0,3,2
18,6,7,0,3,2
18,6,8,0,3,2
18,7,1,0,3,2
18,7,2,0,3,2
18,7,3,0,3,2
18,7,4,0,3,2
18,7,5,0,3,2
18,7,6,0,3,2
18,7,7,0,3,2
18,7,8,0,3,2
18,8,1,0,3,2
18,8,2,0,3,2
18,8,3,0,3,2
18,8,4,0,3,2
18,8,5,0,3,2
18,8,6,0,3,2
18,8,7,0,3,2
18,8,8,0,3,2
18,9,1,0,3,2
18,9,2,0,3,2
18,9,3,0,3,2
18,9,4,0,3,2
18,9,5,0,3,2
18,9,6,0,3,2
18,9,7,0,3,2
18,9,8,0,3,2
18,10,1,0,3,2
18,10,2,0,3,2
18,10,3,0,3,2
18,10,4,0,3,2
18,10,5,0,3,2
18,10,6,0,3,2
18,10,7,0,3,2
18,10,8,0,3,2
19,1,1,0,3,4
19,1,2,0,3,4
19,1,3,1,3,4
19,1,4,1,3,4
19,1,5,0,3,4
19,1,6,0,3,4
19,1,7,0,3,4
19,1,8,0,3,4
19,2,1,0,3,4
19,2,2,0,3,4
19,2,3,0,3,4
19,2,4,0,3,4
19,2,5,0,3,4
19,2,6,0,3,4
19,2,7,0,3,4
19,2,8,0,3,4
19,3,1,0,3,4
19,3,2,0,3,4
19,3,3,0,3,4
19,3,4,0,3,4
19,3,5,0,3,4
19,3,6,0,3,4
19,3,7,0,3,4
19,3,8,0,3,4
19,4,1,0,3,4
19,4,2,0,3,4
19,4,3,0,3,4
19,4,4,0,3,4
19,4,5,0,3,4
19,4,6,0,3,4
19,4,7,0,3,4
19,4,8,0,3,4
19,5,1,0,3,4
19,5,2,0,3,4
19,5,3,0,3,4
19,5,4,0,3,4
19,5,5,0,3,4
19,5,6,0,3,4
19,5,7,0,3,4
19,5,8,0,3,4
19,6,1,0,3,4
19,6,2,0,3,4
19,6,3,0,3,4
19,6,4,0,3,4
19,6,5,0,3,4
19,6,6,0,3,4
19,6,7,0,3,4
19,6,8,0,3,4
19,7,1,0,3,4
19,7,2,0,3,4
19,7,3,0,3,4
19,7,4,0,3,4
19,7,5,0,3,4
19,7,6,0,3,4
19,7,7,0,3,4
19,7,8,0,3,4
19,8,1,0,3,4
19,8,2,0,3,4
19,8,3,0,3,4
19,8,4,0,3,4
19,8,5,0,3,4
19,8,6,0,3,4
19,8,7,0,3,4
19,8,8,0,3,4
19,9,1,0,3,4
19,9,2,0,3,4
19,9,3,0,3,4
19,9,4,0,3,4
19,9,5,0,3,4
19,9,6,0,3,4
19,9,7,0,3,4
19,9,8,0,3,4
19,10,1,0,3,4
19,10,2,0,3,4
19,10,3,0,3,4
19,10,4,0,3,4
19,10,5,0,3,4
19,10,6,0,3,4
19,10,7,0,3,4
19,10,8,0,3,4
20,1,1,0,3,5
20,1,2,0,3,5
20,1,3,1,3,5
20,1,4,0,3,5
20,1,5,0,3,5
20,1,6,0,3,5
20,1,7,0,3,5
20,1,8,0,3,5
20,2,1,0,3,5
20,2,2,0,3,5
20,2,3,0,3,5
20,2,4,0,3,5
20,2,5,0,3,5
20,2,6,0,3,5
20,2,7,0,3,5
20,2,8,0,3,5
20,3,1,0,3,5
20,3,2,0,3,5
20,3,3,0,3,5
20,3,4,0,3,5
20,3,5,0,3,5
20,3,6,0,3,5
20,3,7,0,3,5
20,3,8,0,3,5
20,4,1,0,3,5
20,4,2,0,3,5
20,4,3,0,3,5
20,4,4,0,3,5
20,4,5,0,3,5
20,4,6,0,3,5
20,4,7,0,3,5
20,4,8,0,3,5
20,5,1,0,3,5
20,5,2,0,3,5
20,5,3,0,3,5
20,5,4,0,3,5
20,5,5,0,3,5
20,5,6,0,3,5
20,5,7,0,3,5
20,5,8,0,3,5
20,6,1,0,3,5
20,6,2,0,3,5
20,6,3,0,3,5
20,6,4,0,3,5
20,6,5,0,3,5
20,6,6,0,3,5
20,6,7,0,3,5
20,6,8,0,3,5
20,7,1,0,3,5
20,7,2,0,3,5
20,7,3,0,3,5
20,7,4,0,3,5
20,7,5,0,3,5
20,7,6,0,3,5
20,7,7,0,3,5
20,7,8,0,3,5
20,8,1,0,3,5
20,8,2,0,3,5
20,8,3,0,3,5
20,8,4,0,3,5
20,8,5,0,3,5
20,8,6,0,3,5
20,8,7,0,3,5
20,8,8,0,3,5
20,9,1,0,3,5
20,9,2,0,3,5
20,9,3,0,3,5
20,9,4,0,3,5
20,9,5,0,3,5
20,9,6,0,3,5
20,9,7,0,3,5
20,9,8,0,3,5
20,10,1,0,3,5
20,10,2,0,3,5
20,10,3,0,3,5
20,10,4,0,3,5
20,10,5,0,3,5
20,10,6,0,3,5
20,10,7,0,3,5
20,10,8,0,3,5
21,1,1,0,3,6
21,1,2,0,3,6
21,1,3,1,3,6
21,1,4,0,3,6
21,1,5,1,3,6
21,1,6,0,3,6
21,1,7,0,3,6
21,1,8,0,3,6
21,2,1,0,3,6
21,2,2,0,3,6
21,2,3,0,3,6
21,2,4,0,3,6
21,2,5,0,3,6
21,2,6,0,3,6
21,2,7,0,3,6
21,2,8,0,3,6
21,3,1,0,3,6
21,3,2,0,3,6
21,3,3,0,3,6
21,3,4,0,3,6
21,3,5,0,3,6
21,3,6,0,3,6
21,3,7,0,3,6
21,3,8,0,3,6
21,4,1,0,3,6
21,4,2,0,3,6
21,4,3,0,3,6
21,4,4,0,3,6
21,4,5,0,3,6
21,4,6,0,3,6
21,4,7,0,3,6
21,4,8,0,3,6
21,5,1,0,3,6
21,5,2,0,3,6
21,5,3,0,3,6
21,5,4,0,3,6
21,5,5,0,3,6
21,5,6,0,3,6
21,5,7,0,3,6
21,5,8,0,3,6
21,6,1,0,3,6
21,6,2,0,3,6
21,6,3,0,3,6
21,6,4,0,3,6
21,6,5,0,3,6
21,6,6,0,3,6
21,6,7,0,3,6
21,6,8,0,3,6
21,7,1,0,3,6
21,7,2,0,3,6
21,7,3,0,3,6
21,7,4,0,3,6
21,7,5,0,3,6
21,7,6,0,3,6
21,7,7,0,3,6
21,7,8,0,3,6
21,8,1,0,3,6
21,8,2,0,3,6
21,8,3,0,3,6
21,8,4,0,3,6
21,8,5,0,3,6
21,8,6,0,3,6
21,8,7,0,3,6
21,8,8,0,3,6
21,9,1,0,3,6
21,9,2,0,3,6
21,9,3,0,3,6
21,9,4,0,3,6
21,9,5,0,3,6
21,9,6,0,3,6
21,9,7,0,3,6
21,9,8,0,3,6
21,10,1,0,3,6
21,10,2,0,3,6
21,10,3,0,3,6
21,10,4,0,3,6
21,10,5,0,3,6
21,10,6,0,3,6
21,10,7,0,3,6
21,10,8,0,3,6
22,1,1,0,3,7
22,1,2,0,3,7
22,1,3,1,3,7
22,1,4,0,3,7
22,1,5,0,3,7
22,1,6,1,3,7
22,1,7,0,3,7
22,1,8,0,3,7
22,2,1,0,3,7
22,2,2,0,3,7
22,2,3,0,3,7
22,2,4,0,3,7
22,2,5,0,3,7
22,2,6,0,3,7
22,2,7,0,3,7
22,2,8,0,3,7
22,3,1,0,3,7
22,3,2,0,3,7
22,3,3,0,3,7
22,3,4,0,3,7
22,3,5,0,3,7
22,3,6,0,3,7
22,3,7,0,3,7
22,3,8,0,3,7
22,4,1,0,3,7
22,4,2,0,3,7
22,4,3,0,3,7
22,4,4,0,3,7
22,4,5,0,3,7
22,4,6,0,3,7
22,4,7,0,3,7
22,4,8,0,3,7
22,5,1,0,3,7
22,5,2,0,3,7
22,5,3,0,3,7
22,5,4,0,3,7
22,5,5,0,3,7
22,5,6,0,3,7
22,5,7,0,3,7
22,5,8,0,3,7
22,6,1,0,3,7
22,6,2,0,3,7
22,6,3,0,3,7
22,6,4,0,3,7
22,6,5,0,3,7
22,6,6,0,3,7
22,6,7,0,3,7
22,6,8,0,3,7
22,7,1,0,3,7
22,7,2,0,3,7
22,7,3,0,3,7
22,7,4,0,3,7
22,7,5,0,3,7
22,7,6,0,3,7
22,7,7,0,3,7
22,7,8,0,3,7
22,8,1,0,3,7
22,8,2,0,3,7
22,8,3,0,3,7
22,8,4,0,3,7
22,8,5,0,3,7
22,8,6,0,3,7
22,8,7,0,3,7
22,8,8,0,3,7
22,9,1,0,3,7
22,9,2,0,3,7
22,9,3,0,3,7
22,9,4,0,3,7
22,9,5,0,3,7
22,9,6,0,3,7
22,9,7,0,3,7
22,9,8,0,3,7
22,10,1,0,3,7
22,10,2,0,3,7
22,10,3,0,3,7
22,10,4,0,3,7
22,10,5,0,3,7
22,10,6,0,3,7
22,10,7,0,3,7
22,10,8,0,3,7
23,1,1,0,3,8
23,1,2,0,3,8
23,1,3,1,3,8
23,1,4,0,3,8
23,1,5,0,3,8
23,1,6,1,3,8
23,1,7,1,3,8
23,1,8,0,3,8
23,2,1,0,3,8
23,2,2,0,3,8
23,2,3,0,3,8
23,2,4,0,3,8
23,2,5,0,3,8
23,2,6,0,3,8
23,2,7,0,3,8
23,2,8,0,3,8
23,3,1,0,3,8
23,3,2,0,3,8
23,3,3,0,3,8
23,3,4,0,3,8
23,3,5,0,3,8
23,3,6,0,3,8
23,3,7,0,3,8
23,3,8,0,3,8
23,4,1,0,3,8
23,4,2,0,3,8
23,4,3,0,3,8
23,4,4,0,3,8
23,4,5,0,3,8
23,4,6,0,3,8
23,4,7,0,3,8
23,4,8,0,3,8
23,5,1,0,3,8
23,5,2,0,3,8
23,5,3,0,3,8
23,5,4,0,3,8
23,5,5,0,3,8
23,5,6,0,3,8
23,5,7,0,3,8
23,5,8,0,3,8
23,6,1,0,3,8
23,6,2,0,3,8
23,6,3,0,3,8
23,6,4,0,3,8
23,6,5,0,3,8
23,6,6,0,3,8
23,6,7,0,3,8
23,6,8,0,3,8
23,7,1,0,3,8
23,7,2,0,3,8
23,7,3,0,3,8
23,7,4,0,3,8
23,7,5,0,3,8
23,7,6,0,3,8
23,7,7,0,3,8
23,7,8,0,3,8
23,8,1,0,3,8
23,8,2,0,3,8
23,8,3,0,3,8
23,8,4,0,3,8
23,8,5,0,3,8
23,8,6,0,3,8
23,8,7,0,3,8
23,8,8,0,3,8
23,9,1,0,3,8
23,9,2,0,3,8
23,9,3,0,3,8
23,9,4,0,3,8
23,9,5,0,3,8
23,9,6,0,3,8
23,9,7,0,3,8
23,9,8,0,3,8
23,10,1,0,3,8
23,10,2,0,3,8
23,10,3,0,3,8
23,10,4,0,3,8
23,10,5,0,3,8
23,10,6,0,3,8
23,10,7,0,3,8
23,10,8,0,3,8
24,1,1,0,3,9
24,1,2,0,3,9
24,1,3,1,3,9
24,1,4,0,3,9
24,1,5,0,3,9
24,1,6,1,3,9
24,1,7,0,3,9
24,1,8,1,3,9
24,2,1,0,3,9
24,2,2,0,3,9
24,2,3,0,3,9
24,2,4,0,3,9
24,2,5,0,3,9
24,2,6,0,3,9
24,2,7,0,3,9
24,2,8,0,3,9
24,3,1,0,3,9
24,3,2,0,3,9
24,3,3,0,3,9
24,3,4,0,3,9
24,3,5,0,3,9
24,3,6,0,3,9
24,3,7,0,3,9
24,3,8,0,3,9
24,4,1,0,3,9
24,4,2,0,3,9
24,4,3,0,3,9
24,4,4,0,3,9
24,4,5,0,3,9
24,4,6,0,3,9
24,4,7,0,3,9
24,4,8,0,3,9
24,5,1,0,3,9
24,5,2,0,3,9
24,5,3,0,3,9
24,5,4,0,3,9
24,5,5,0,3,9
24,5,6,0,3,9
24,5,7,0,3,9
24,5,8,0,3,9
24,6,1,0,3,9
24,6,2,0,3,9
24,6,3,0,3,9
24,6,4,0,3,9
24,6,5,0,3,9
24,6,6,0,3,9
24,6,7,0,3,9
24,6,8,0,3,9
24,7,1,0,3,9
24,7,2,0,3,9
24,7,3,0,3,9
24,7,4,0,3,9
24,7,5,0,3,9
24,7,6,0,3,9
24,7,7,0,3,9
24,7,8,0,3,9
24,8,1,0,3,9
24,8,2,0,3,9
24,8,3,0,3,9
24,8,4,0,3,9
24,8,5,0,3,9
24,8,6,0,3,9
24,8,7,0,3,9
24,8,8,0,3,9
24,9,1,0,3,9
24,9,2,0,3,9
24,9,3,0,3,9
24,9,4,0,3,9
24,9,5,0,3,9
24,9,6,0,3,9
24,9,7,0,3,9
24,9,8,0,3,9
24,10,1,0,3,9
24,10,2,0,3,9
24,10,3,0,3,9
24,10,4,0,3,9
24,10,5,0,3,9
24,10,6,0,3,9
24,10,7,0,3,9
24,10,8,0,3,9
25,1,1,1,4,1
25,1,2,0,4,1
25,1,3,1,4,1
25,1,4,1,4,1
25,1,5,0,4,1
25,1,6,0,4,1
25,1,7,0,4,1
25,1,8,0,4,1
25,2,1,0,4,1
25,2,2,0,4,1
25,2,3,0,4,1
25,2,4,0,4,1
25,2,5,0,4,1
25,2,6,0,4,1
25,2,7,0,4,1
25,2,8,0,4,1
25,3,1,0,4,1
25,3,2,0,4,1
25,3,3,0,4,1
25,3,4,0,4,1
25,3,5,0,4,1
25,3,6,0,4,1
25,3,7,0,4,1
25,3,8,0,4,1
25,4,1,0,4,1
25,4,2,0,4,1
25,4,3,0,4,1
25,4,4,0,4,1
25,4,5,0,4,1
25,4,6,0,4,1
25,4,7,0,4,1
25,4,8,0,4,1
25,5,1,0,4,1
25,5,2,0,4,1
25,5,3,0,4,1
25,5,4,0,4,1
25,5,5,0,4,1
25,5,6,0,4,1
25,5,7,0,4,1
25,5,8,0,4,1
25,6,1,0,4,1
25,6,2,0,4,1
25,6,3,0,4,1
25,6,4,0,4,1
25,6,5,0,4,1
25,6,6,0,4,1
25,6,7,0,4,1
25,6,8,0,4,1
25,7,1,0,4,1
25,7,2,0,4,1
25,7,3,0,4,1
25,7,4,0,4,1
25,7,5,0,4,1
25,7,6,0,4,1
25,7,7,0,4,1
25,7,8,0,4,1
25,8,1,0,4,1
25,8,2,0,4,1
25,8,3,0,4,1
25,8,4,0,4,1
25,8,5,0,4,1
25,8,6,0,4,1
25,8,7,0,4,1
25,8,8,0,4,1
25,9,1,0,4,1
25,9,2,0,4,1
25,9,3,0,4,1
25,9,4,0,4,1
25,9,5,0,4,1
25,9,6,0,4,1
25,9,7,0,4,1
25,9,8,0,4,1
25,10,1,0,4,1
25,10,2,0,4,1
25,10,3,0,4,1
25,10,4,0,4,1
25,10,5,0,4,1
25,10,6,0,4,1
25,10,7,0,4,1
25,10,8,0,4,1
26,1,1,0,4,2
26,1,2,1,4,2
26,1,3,1,4,2
26,1,4,1,4,2
26,1,5,0,4,2
26,1,6,0,4,2
26,1,7,0,4,2
26,1,8,0,4,2
26,2,1,0,4,2
26,2,2,0,4,2
26,2,3,0,4,2
26,2,4,0,4,2
26,2,5,0,4,2
26,2,6,0,4,2
26,2,7,0,4,2
26,2,8,0,4,2
26,3,1,0,4,2
26,3,2,0,4,2
26,3,3,0,4,2
26,3,4,0,4,2
26,3,5,0,4,2
26,3,6,0,4,2
26,3,7,0,4,2
26,3,8,0,4,2
26,4,1,0,4,2
26,4,2,0,4,2
26,4,3,0,4,2
26,4,4,0,4,2
26,4,5,0,4,2
26,4,6,0,4,2
26,4,7,0,4,2
26,4,8,0,4,2
26,5,1,0,4,2
26,5,2,0,4,2
26,5,3,0,4,2
26,5,4,0,4,2
26,5,5,0,4,2
26,5,6,0,4,2
26,5,7,0,4,2
26,5,8,0,4,2
26,6,1,0,4,2
26,6,2,0,4,2
26,6,3,0,4,2
26,6,4,0,4,2
26,6,5,0,4,2
26,6,6,0,4,2
26,6,7,0,4,2
26,6,8,0,4,2
26,7,1,0,4,2
26,7,2,0,4,2
26,7,3,0,4,2
26,7,4,0,4,2
26,7,5,0,4,2
26,7,6,0,4,2
26,7,7,0,4,2
26,7,8,0,4,2
26,8,1,0,4,2
26,8,2,0,4,2
26,8,3,0,4,2
26,8,4,0,4,2
26,8,5,0,4,2
26,8,6,0,4,2
26,8,7,0,4,2
26,8,8,0,4,2
26,9,1,0,4,2
26,9,2,0,4,2
26,9,3,0,4,2
26,9,4,0,4,2
26,9,5,0,4,2
26,9,6,0,4,2
26,9,7,0,4,2
26,9,8,0,4,2
26,10,1,0,4,2
26,10,2,0,4,2
26,10,3,0,4,2
26,10,4,0,4,2
26,10,5,0,4,2
26,10,6,0,4,2
26,10,7,0,4,2
26,10,8,0,4,2
27,1,1,0,4,3
27,1,2,0,4,3
27,1,3,1,4,3
27,1,4,1,4,3
27,1,5,0,4,3
27,1,6,0,4,3
27,1,7,0,4,3
27,1,8,0,4,3
27,2,1,0,4,3
27,2,2,0,4,3
27,2,3,0,4,3
27,2,4,0,4,3
27,2,5,0,4,3
27,2,6,0,4,3
27,2,7,0,4,3
27,2,8,0,4,3
27,3,1,0,4,3
27,3,2,0,4,3
27,3,3,0,4,3
27,3,4,0,4,3
27,3,5,0,4,3
27,3,6,0,4,3
27,3,7,0,4,3
27,3,8,0,4,3
27,4,1,0,4,3
27,4,2,0,4,3
27,4,3,0,4,3
27,4,4,0,4,3
27,4,5,0,4,3
27,4,6,0,4,3
27,4,7,0,4,3
27,4,8,0,4,3
27,5,1,0,4,3
27,5,2,0,4,3
27,5,3,0,4,3
27,5,4,0,4,3
27,5,5,0,4,3
27,5,6,0,4,3
27,5,7,0,4,3
27,5,8,0,4,3
27,6,1,0,4,3
27,6,2,0,4,3
27,6,3,0,4,3
27,6,4,0,4,3
27,6,5,0,4,3
27,6,6,0,4,3
27,6,7,0,4,3
27,6,8,0,4,3
27,7,1,0,4,3
27,7,2,0,4,3
27,7,3,0,4,3
27,7,4,0,4,3
27,7,5,0,4,3
27,7,6,0,4,3
27,7,7,0,4,3
27,7,8,0,4,3
27,8,1,0,4,3
27,8,2,0,4,3
27,8,3,0,4,3
27,8,4,0,4,3
27,8,5,0,4,3
27,8,6,0,4,3
27,8,7,0,4,3
27,8,8,0,4,3
27,9,1,0,4,3
27,9,2,0,4,3
27,9,3,0,4,3
27,9,4,0,4,3
27,9,5,0,4,3
27,9,6,0,4,3
27,9,7,0,4,3
27,9,8,0,4,3
27,10,1,0,4,3
27,10,2,0,4,3
27,10,3,0,4,3
27,10,4,0,4,3
27,10,5,0,4,3
27,10,6,0,4,3
27,10,7,0,4,3
27,10,8,0,4,3
28,1,1,0,4,5
28,1,2,0,4,5
28,1,3,0,4,5
28,1,4,1,4,5
28,1,5,0,4,5
28,1,6,0,4,5
28,1,7,0,4,5
28,1,8,0,4,5
28,2,1,0,4,5
28,2,2,0,4,5
28,2,3,0,4,5
28,2,4,0,4,5
28,2,5,0,4,5
28,2,6,0,4,5
28,2,7,0,4,5
28,2,8,0,4,5
28,3,1,0,4,5
28,3,2,0,4,5
28,3,3,0,4,5
28,3,4,0,4,5
28,3,5,0,4,5
28,3,6,0,4,5
28,3,7,0,4,5
28,3,8,0,4,5
28,4,1,0,4,5
28,4,2,0,4,5
28,4,3,0,4,5
28,4,4,0,4,5
28,4,5,0,4,5
28,4,6,0,4,5
28,4,7,0,4,5
28,4,8,0,4,5
28,5,1,0,4,5
28,5,2,0,4,5
28,5,3,0,4,5
28,5,4,0,4,5
28,5,5,0,4,5
28,5,6,0,4,5
28,5,7,0,4,5
28,5,8,0,4,5
28,6,1,0,4,5
28,6,2,0,4,5
28,6,3,0,4,5
28,6,4,0,4,5
28,6,5,0,4,5
28,6,6,0,4,5
28,6,7,0,4,5
28,6,8,0,4,5
28,7,1,0,4,5
28,7,2,0,4,5
28,7,3,0,4,5
28,7,4,0,4,5
28,7,5,0,4,5
28,7,6,0,4,5
28,7,7,0,4,5
28,7,8,0,4,5
28,8,1,0,4,5
28,8,2,0,4,5
28,8,3,0,4,5
28,8,4,0,4,5
28,8,5,0,4,5
28,8,6,0,4,5
28,8,7,0,4,5
28,8,8,0,4,5
28,9,1,0,4,5
28,9,2,0,4,5
28,9,3,0,4,5
28,9,4,0,4,5
28,9,5,0,4,5
28,9,6,0,4,5
28,9,7,0,4,5
28,9,8,0,4,5
28,10,1,0,4,5
28,10,2,0,4,5
28,10,3,0,4,5
28,10,4,0,4,5
28,10,5,0,4,5
28,10,6,0,4,5
28,10,7,0,4,5
28,10,8,0,4,5
29,1,1,0,4,6
29,1,2,0,4,6
29,1,3,0,4,6
29,1,4,1,4,6
29,1,5,1,4,6
29,1,6,0,4,6
29,1,7,0,4,6
29,1,8,0,4,6
29,2,1,0,4,6
29,2,2,0,4,6
29,2,3,0,4,6
29,2,4,0,4,6
29,2,5,0,4,6
29,2,6,0,4,6
29,2,7,0,4,6
29,2,8,0,4,6
29,3,1,0,4,6
29,3,2,0,4,6
29,3,3,0,4,6
29,3,4,0,4,6
29,3,5,0,4,6
29,3,6,0,4,6
29,3,7,0,4,6
29,3,8,0,4,6
29,4,1,0,4,6
29,4,2,0,4,6
29,4,3,0,4,6
29,4,4,0,4,6
29,4,5,0,4,6
29,4,6,0,4,6
29,4,7,0,4,6
29,4,8,0,4,6
29,5,1,0,4,6
29,5,2,0,4,6
29,5,3,0,4,6
29,5,4,0,4,6
29,5,5,0,4,6
29,5,6,0,4,6
29,5,7,0,4,6
29,5,8,0,4,6
29,6,1,0,4,6
29,6,2,0,4,6
29,6,3,0,4,6
29,6,4,0,4,6
29,6,5,0,4,6
29,6,6,0,4,6
29,6,7,0,4,6
29,6,8,0,4,6
29,7,1,0,4,6
29,7,2,0,4,6
29,7,3,0,4,6
29,7,4,0,4,6
29,7,5,0,4,6
29,7,6,0,4,6
29,7,7,0,4,6
29,7,8,0,4,6
29,8,1,0,4,6
29,8,2,0,4,6
29,8,3,0,4,6
29,8,4,0,4,6
29,8,5,0,4,6
29,8,6,0,4,6
29,8,7,0,4,6
29,8,8,0,4,6
29,9,1,0,4,6
29,9,2,0,4,6
29,9,3,0,4,6
29,9,4,0,4,6
29,9,5,0,4,6
29,9,6,0,4,6
29,9,7,0,4,6
29,9,8,0,4,6
29,10,1,0,4,6
29,10,2,0,4,6
29,10,3,0,4,6
29,10,4,0,4,6
29,10,5,0,4,6
29,10,6,0,4,6
29,10,7,0,4,6
29,10,8,0,4,6
30,1,1,0,4,7
30,1,2,0,4,7
30,1,3,0,4,7
30,1,4,1,4,7
30,1,5,0,4,7
30,1,6,1,4,7
30,1,7,0,4,7
30,1,8,0,4,7
30,2,1,0,4,7
