id,od,sequence,length,num_stops
1444,145,"[7, 15, 19, 13, 18]",30057.422000000002,5
1445,145,"[7, 15, 2, 24, 18]",39343.91799999999,5
1446,145,"[7, 15, 24, 1, 18]",29721.183999999997,5
1447,145,"[7, 15, 32, 19, 18]",32554.705500000004,5
1448,145,"[7, 15, 19, 16, 13, 18]",32867.4415,6
1449,145,"[7, 15, 19, 13, 14, 18]",34177.109000000004,6
1450,145,"[7, 15, 2, 24, 1, 18]",46175.659499999994,6
1451,146,"[7, 15, 19]",15173.764499999997,3
1452,146,"[7, 15, 18, 19]",20005.4875,4
1453,146,"[7, 15, 32, 19]",24525.633500000004,4
1454,146,"[7, 15, 18, 13, 19]",26860.073000000004,5
1455,146,"[7, 15, 24, 18, 19]",30918.514499999997,5
1456,146,"[7, 15, 32, 29, 19]",33851.5755,5
1457,146,"[7, 15, 30, 29, 19]",62274.749999999985,5
1458,146,"[7, 15, 30, 32, 19]",60415.33899999999,5
1459,146,"[7, 15, 18, 14, 13, 19]",30979.760000000002,6
1460,146,"[7, 15, 18, 13, 16, 19]",29670.092500000002,6
1461,147,"[7, 15, 18, 13, 21]",27925.4795,5
1462,147,"[7, 15, 19, 13, 21]",29609.813000000002,5
1463,147,"[7, 15, 18, 14, 21]",22292.602,5
1464,147,"[7, 15, 18, 13, 14, 21]",31255.536,6
1465,147,"[7, 15, 24, 18, 13, 21]",38838.5065,6
1466,147,"[7, 15, 19, 16, 13, 21]",32419.8325,6
1467,147,"[7, 15, 19, 13, 14, 21]",32939.8695,6
1468,147,"[7, 15, 18, 19, 13, 21]",34441.536,6
1469,147,"[7, 15, 18, 14, 13, 21]",32045.1665,6
1470,147,"[7, 15, 18, 13, 23, 21]",30833.4045,6
1471,148,"[7, 15, 30, 22]",53652.87149999998,4
1472,148,"[7, 15, 3, 30, 22]",73400.28749999999,5
1473,148,"[7, 15, 30, 25, 22]",55532.878999999986,5
1474,148,"[7, 15, 19, 29, 22]",27647.925499999998,5
1475,148,"[7, 15, 30, 29, 22]",58914.81299999999,5
1476,148,"[7, 15, 32, 29, 22]",30491.6385,5
1477,148,"[7, 15, 32, 30, 22]",54515.07999999998,5
1478,148,"[7, 15, 3, 17, 30, 22]",81348.09949999998,6
1479,148,"[7, 15, 3, 30, 25, 22]",75280.295,6
1480,148,"[7, 15, 30, 25, 6, 22]",59439.69399999999,6
1481,149,"[7, 15, 24]",12861.088,3
1482,149,"[7, 15, 2, 24]",29315.563499999993,4
1483,149,"[7, 15, 18, 24]",22004.769999999997,4
1484,149,"[7, 15, 3, 2, 24]",47387.176499999994,5
1485,149,"[7, 15, 18, 1, 24]",28836.5115,5
1486,149,"[7, 15, 5, 2, 24]",47936.172,5
1487,149,"[7, 15, 19, 18, 24]",33231.19099999999,5
1488,149,"[7, 15, 3, 5, 2, 24]",63788.161,6
1489,149,"[7, 15, 18, 20, 1, 24]",32430.849000000002,6
1490,149,"[7, 15, 5, 3, 2, 24]",95719.42850000001,6
1491,150,"[7, 15, 30, 25]",50425.59749999999,4
1492,150,"[7, 15, 3, 30, 25]",70173.0135,5
1493,150,"[7, 15, 30, 22, 25]",58760.15299999998,5
1494,150,"[7, 15, 32, 30, 25]",51287.80599999998,5
1495,150,"[7, 15, 30, 28, 25]",52915.901499999985,5
1496,150,"[7, 15, 3, 17, 30, 25]",78120.82549999999,6
1497,150,"[7, 15, 3, 30, 22, 25]",78507.56899999999,6
1498,150,"[7, 15, 30, 22, 6, 25]",62666.96799999998,6
1499,150,"[7, 15, 2, 3, 30, 25]",103254.21149999999,6
1500,150,"[7, 15, 32, 29, 22, 25]",35598.92,6
1501,151,"[7, 15, 30]",36783.99199999999,3
1502,151,"[7, 15, 3, 30]",56531.408,4
1503,151,"[7, 15, 32, 30]",37646.20049999999,4
1504,151,"[7, 15, 3, 17, 30]",64479.22,5
1505,151,"[7, 15, 2, 3, 30]",89612.606,5
1506,151,"[7, 15, 32, 29, 30]",43508.235499999995,5
1507,151,"[7, 15, 5, 3, 30]",104863.66000000002,5
1508,151,"[7, 15, 19, 29, 30]",40664.52249999999,5
1509,151,"[7, 15, 19, 32, 30]",38805.1115,5
1510,151,"[7, 15, 3, 17, 4, 30]",68918.661,6
1511,152,"[7, 15, 32]",19270.2435,3
1512,152,"[7, 15, 19, 32]",20429.1545,4
1513,152,"[7, 15, 30, 32]",55159.948999999986,4
1514,152,"[7, 15, 19, 29, 32]",29755.096499999996,5
1515,152,"[7, 15, 18, 19, 32]",25260.877500000002,5
1516,152,"[7, 15, 30, 29, 32]",61021.98399999998,5
1517,152,"[7, 15, 3, 30, 32]",74907.36499999999,5
1518,152,"[7, 15, 19, 16, 29, 32]",31183.107999999997,6
1519,152,"[7, 15, 19, 29, 30, 32]",59040.47949999999,6
1520,152,"[7, 15, 18, 13, 19, 32]",32115.463000000007,6
1521,153,"[8, 21, 13, 18, 1]",33164.84,5
1522,153,"[8, 23, 13, 18, 1]",27589.6855,5
1523,153,"[8, 21, 14, 18, 1]",27531.962499999998,5
1524,153,"[8, 21, 31, 20, 1]",24706.639499999994,5
1525,153,"[8, 21, 14, 20, 1]",23719.922499999997,5
1526,153,"[8, 21, 13, 14, 18, 1]",37284.527,6
1527,153,"[8, 21, 13, 18, 20, 1]",36759.177500000005,6
1528,153,"[8, 22, 12, 31, 20, 1]",54021.6685,6
1529,153,"[8, 23, 9, 13, 18, 1]",28535.199000000004,6
1530,153,"[8, 23, 13, 14, 18, 1]",31709.3725,6
1531,154,"[8, 22, 30, 3, 2]",94178.03349999999,5
1532,154,"[8, 22, 30, 15, 2]",78244.43949999998,5
1533,154,"[8, 21, 13, 18, 15, 2]",51546.941999999995,6
1534,154,"[8, 22, 25, 30, 3, 2]",96058.041,6
1535,154,"[8, 22, 30, 3, 5, 2]",110579.018,6
1536,154,"[8, 22, 30, 17, 3, 2]",102125.8455,6
1537,154,"[8, 22, 30, 15, 3, 2]",96316.05249999999,6
1538,154,"[8, 23, 13, 18, 15, 2]",45971.78749999999,6
1539,154,"[8, 21, 14, 18, 15, 2]",45914.06449999999,6
1540,154,"[8, 21, 13, 19, 15, 2]",53231.27549999999,6
1541,155,"[8, 22, 30, 3]",68601.628,4
1542,155,"[8, 23, 22, 30, 3]",74254.87950000001,5
1543,155,"[8, 22, 25, 30, 3]",70481.6355,5
1544,155,"[8, 22, 30, 15, 3]",70739.64699999998,5
1545,155,"[8, 23, 29, 30, 3]",71711.84,5
1546,155,"[8, 22, 29, 30, 3]",73863.56950000001,5
1547,155,"[8, 22, 30, 17, 3]",76549.44,5
1548,155,"[8, 21, 13, 18, 15, 3]",44042.1495,6
1549,155,"[8, 23, 22, 25, 30, 3]",76134.887,6
1550,155,"[8, 23, 22, 30, 15, 3]",76392.89849999998,6
1551,156,"[8, 22, 6, 4]",17071.9395,4
1552,156,"[8, 22, 30, 4]",42273.64799999999,4
1553,156,"[8, 23, 22, 6, 4]",22725.191000000006,5
1554,156,"[8, 22, 6, 28, 4]",21594.1955,5
1555,156,"[8, 22, 25, 6, 4]",24399.359500000006,5
1556,156,"[8, 22, 30, 17, 4]",54653.26299999999,5
1557,156,"[8, 23, 29, 30, 4]",45383.859999999986,5
1558,156,"[8, 23, 22, 30, 4]",47926.899499999985,5
1559,156,"[8, 22, 29, 30, 4]",47535.58949999999,5
1560,156,"[8, 22, 25, 28, 4]",20321.501000000004,5
1561,157,"[8, 22, 30, 3, 5]",100693.7485,5
1562,157,"[8, 22, 30, 15, 5]",86979.77849999999,5
1563,157,"[8, 21, 13, 18, 15, 5]",60282.281,6
1564,157,"[8, 22, 25, 30, 3, 5]",102573.75600000001,6
1565,157,"[8, 22, 30, 3, 2, 5]",104063.30299999999,6
1566,157,"[8, 22, 30, 17, 3, 5]",108641.5605,6
1567,157,"[8, 22, 30, 15, 2, 5]",88129.70899999997,6
1568,157,"[8, 23, 13, 18, 15, 5]",54707.1265,6
1569,157,"[8, 21, 14, 18, 15, 5]",54649.4035,6
1570,157,"[8, 21, 13, 19, 15, 5]",61966.614499999996,6
1571,158,"[8, 22, 30, 15, 7]",62061.09499999999,5
1572,158,"[8, 21, 13, 18, 15, 7]",35363.5975,6
1573,158,"[8, 22, 25, 30, 15, 7]",63941.10249999999,6
1574,158,"[8, 22, 30, 3, 15, 7]",81808.511,6
1575,158,"[8, 23, 13, 18, 15, 7]",29788.442999999996,6
1576,158,"[8, 21, 14, 18, 15, 7]",29730.719999999998,6
1577,158,"[8, 21, 13, 19, 15, 7]",37047.931,6
1578,158,"[8, 22, 29, 19, 15, 7]",36056.149000000005,6
1579,158,"[8, 22, 30, 32, 15, 7]",62923.30349999999,6
1580,158,"[8, 23, 16, 19, 15, 7]",29222.602,6
1581,159,"[8, 23, 9]",8495.598000000002,3
1582,159,"[8, 21, 13, 9]",17252.451999999997,4
1583,159,"[8, 23, 13, 9]",11677.297499999999,4
1584,159,"[8, 22, 23, 9]",22283.420500000007,4
1585,159,"[8, 21, 23, 9]",16978.677499999998,4
1586,159,"[8, 21, 13, 23, 9]",24616.2585,5
1587,159,"[8, 23, 16, 13, 9]",16052.130500000001,5
1588,159,"[8, 22, 29, 23, 9]",23592.663500000006,5
1589,159,"[8, 22, 23, 13, 9]",25465.12000000001,5
1590,159,"[8, 21, 14, 13, 9]",20582.508499999996,5
1591,160,"[8, 22, 6, 4, 10]",21514.557,5
1592,160,"[8, 22, 30, 4, 10]",46716.26549999999,5
1593,160,"[8, 22, 30, 17, 10]",52863.766999999985,5
1594,160,"[8, 23, 22, 6, 4, 10]",27167.808500000006,6
1595,160,"[8, 22, 6, 28, 4, 10]",26036.813000000002,6
1596,160,"[8, 22, 6, 4, 17, 10]",32101.499500000005,6
1597,160,"[8, 22, 25, 6, 4, 10]",28841.977000000006,6
1598,160,"[8, 22, 30, 4, 17, 10]",57303.20799999999,6
1599,160,"[8, 22, 30, 28, 4, 10]",47692.48899999999,6
1600,160,"[8, 22, 30, 17, 4, 10]",59095.88049999999,6
1601,161,"[8, 22, 12]",24166.649500000003,3
1602,161,"[8, 21, 31, 12]",28051.6335,4
1603,161,"[8, 22, 29, 12]",27007.443500000005,4
1604,161,"[8, 23, 22, 12]",29819.901000000005,4
1605,161,"[8, 23, 29, 12]",24855.714,4
1606,161,"[8, 21, 14, 31, 12]",33700.615000000005,5
1607,161,"[8, 22, 23, 29, 12]",38643.53650000001,5
1608,161,"[8, 23, 22, 29, 12]",32660.695000000007,5
1609,161,"[8, 23, 16, 29, 12]",27880.352,5
1610,161,"[8, 23, 29, 22, 12]",31129.144,5
1611,162,"[8, 21, 13]",15188.8455,3
1612,162,"[8, 23, 13]",9613.690999999999,3
1613,162,"[8, 21, 14, 13]",18518.902,4
1614,162,"[8, 22, 23, 13]",23401.51350000001,4
1615,162,"[8, 23, 9, 13]",10559.204500000002,4
1616,162,"[8, 21, 23, 13]",18096.7705,4
1617,162,"[8, 23, 16, 13]",13988.524000000001,4
1618,162,"[8, 23, 21, 13]",17477.565000000002,4
1619,162,"[8, 21, 14, 18, 13]",25952.641,5
1620,162,"[8, 22, 29, 16, 13]",22250.082500000004,5
1621,163,"[8, 21, 14]",11977.591499999999,3
1622,163,"[8, 23, 13, 14]",16155.001499999998,4
1623,163,"[8, 21, 13, 14]",21730.156,4
1624,163,"[8, 23, 21, 14]",14266.311,4
1625,163,"[8, 21, 31, 14]",16574.643999999997,4
1626,163,"[8, 22, 23, 13, 14]",29942.824000000008,5
1627,163,"[8, 23, 13, 18, 14]",23588.7405,5
1628,163,"[8, 21, 13, 18, 14]",29163.895000000004,5
1629,163,"[8, 23, 9, 13, 14]",17100.515000000003,5
1630,163,"[8, 23, 21, 13, 14]",24018.875500000002,5
1631,164,"[8, 22, 30, 15]",59796.929499999984,4
1632,164,"[8, 21, 13, 18, 15]",33099.432,5
1633,164,"[8, 22, 25, 30, 15]",61676.93699999999,5
1634,164,"[8, 22, 30, 3, 15]",79544.3455,5
1635,164,"[8, 23, 13, 18, 15]",27524.277499999997,5
1636,164,"[8, 21, 14, 18, 15]",27466.5545,5
1637,164,"[8, 21, 13, 19, 15]",34783.765499999994,5
1638,164,"[8, 22, 29, 19, 15]",33791.9835,5
1639,164,"[8, 22, 30, 32, 15]",60659.137999999984,5
1640,164,"[8, 23, 16, 19, 15]",26958.4365,5
1641,165,"[8, 23, 16]",9271.0105,3
1642,165,"[8, 21, 13, 16]",19906.359,4
1643,165,"[8, 23, 13, 16]",14331.2045,4
1644,165,"[8, 22, 23, 16]",23058.833000000006,4
1645,165,"[8, 21, 23, 16]",17754.089999999997,4
1646,165,"[8, 23, 29, 16]",15380.839500000002,4
1647,165,"[8, 22, 29, 16]",17532.569000000003,4
1648,165,"[8, 21, 13, 19, 16]",26651.9935,5
1649,165,"[8, 23, 13, 19, 16]",21076.839,5
1650,165,"[8, 22, 23, 13, 16]",28119.02700000001,5
1651,166,"[8, 22, 30, 17]",46243.734999999986,4
1652,166,"[8, 23, 22, 30, 17]",51896.986499999985,5
1653,166,"[8, 22, 6, 4, 17]",25481.467500000002,5
1654,166,"[8, 22, 30, 3, 17]",98907.33300000001,5
1655,166,"[8, 23, 29, 30, 17]",49353.946999999986,5
1656,166,"[8, 22, 25, 30, 17]",48123.74249999999,5
1657,166,"[8, 22, 30, 4, 17]",50683.17599999999,5
1658,166,"[8, 22, 29, 30, 17]",51505.67649999999,5
1659,166,"[8, 21, 23, 22, 30, 17]",60380.065999999984,6
1660,166,"[8, 23, 22, 6, 4, 17]",31134.71900000001,6
1661,167,"[8, 21, 13, 18]",23387.182,4
1662,167,"[8, 23, 13, 18]",17812.0275,4
1663,167,"[8, 21, 14, 18]",17754.3045,4
1664,167,"[8, 21, 13, 14, 18]",27506.869,5
1665,167,"[8, 22, 23, 13, 18]",31599.85000000001,5
1666,167,"[8, 23, 9, 13, 18]",18757.541000000005,5
1667,167,"[8, 23, 13, 14, 18]",21931.714500000002,5
1668,167,"[8, 21, 23, 13, 18]",26295.107,5
1669,167,"[8, 21, 14, 13, 18]",26717.2385,5
1670,167,"[8, 21, 13, 19, 18]",29903.2385,5
1671,168,"[8, 21, 13, 19]",21874.1665,4
1672,168,"[8, 22, 29, 19]",20882.384500000007,4
1673,168,"[8, 23, 13, 19]",16299.012,4
1674,168,"[8, 23, 16, 19]",14048.837500000001,4
1675,168,"[8, 23, 29, 19]",18730.655000000002,4
1676,168,"[8, 21, 14, 13, 19]",25204.222999999998,5
1677,168,"[8, 21, 13, 16, 19]",24684.186,5
1678,168,"[8, 22, 12, 29, 19]",46125.806500000006,5
1679,168,"[8, 22, 29, 16, 19]",22310.396000000004,5
1680,168,"[8, 23, 13, 16, 19]",19109.0315,5
1681,169,"[8, 21, 14, 20]",17685.6,4
1682,169,"[8, 21, 31, 20]",18672.316999999995,4
1683,169,"[8, 23, 13, 14, 20]",21863.01,5
1684,169,"[8, 21, 14, 18, 20]",25091.9775,5
1685,169,"[8, 21, 13, 14, 20]",27438.1645,5
1686,169,"[8, 21, 31, 14, 20]",22282.652499999997,5
1687,169,"[8, 22, 12, 31, 20]",47987.346000000005,5
1688,169,"[8, 23, 21, 14, 20]",19974.319499999998,5
1689,169,"[8, 23, 13, 18, 20]",25149.700500000003,5
1690,169,"[8, 21, 14, 31, 20]",24321.298499999997,5
1691,170,"[8, 21]",7438.117999999998,2
1692,170,"[8, 23, 21]",9726.8375,3
1693,170,"[8, 22, 23, 21]",23514.660000000007,4
1694,170,"[8, 23, 13, 21]",17364.4185,4
1695,170,"[8, 22, 29, 23, 21]",24823.903000000006,5
1696,170,"[8, 22, 23, 13, 21]",31152.24100000001,5
1697,170,"[8, 23, 9, 13, 21]",18309.932,5
1698,170,"[8, 23, 13, 14, 21]",20694.475,5
1699,170,"[8, 22, 12, 31, 21]",44780.165,5
1700,170,"[8, 23, 16, 13, 21]",21739.251500000002,5
1701,171,"[8, 22]",8408.223500000004,2
1702,171,"[8, 23, 22]",14061.475000000004,3
1703,171,"[8, 21, 23, 22]",22544.554500000002,4
1704,171,"[8, 23, 29, 22]",15370.718000000003,4
1705,171,"[8, 21, 13, 23, 22]",30182.135500000004,5
1706,171,"[8, 21, 23, 29, 22]",23853.7975,5
1707,171,"[8, 23, 16, 29, 22]",18395.356,5
1708,171,"[8, 23, 29, 12, 22]",40614.14,5
1709,171,"[8, 21, 31, 12, 22]",43810.0595,5
1710,171,"[8, 23, 29, 30, 22]",45256.19449999998,5
1711,172,"[8, 23]",4340.938,2
1712,172,"[8, 21, 23]",12824.017499999998,3
1713,172,"[8, 22, 23]",18128.760500000008,3
1714,172,"[8, 21, 13, 23]",20461.5985,4
1715,172,"[8, 22, 29, 23]",19438.003500000006,4
1716,172,"[8, 21, 14, 13, 23]",23791.655,5
1717,172,"[8, 21, 13, 9, 23]",21407.111999999997,5
1718,172,"[8, 22, 12, 29, 23]",44681.42550000001,5
1719,172,"[8, 22, 29, 16, 23]",22462.641500000005,5
1720,172,"[8, 21, 13, 16, 23]",24836.4315,5
1721,173,"[8, 22, 30, 15, 24]",70393.85199999998,5
1722,173,"[8, 21, 13, 18, 24]",33415.536499999995,5
1723,173,"[8, 23, 13, 18, 24]",27840.381999999998,5
1724,173,"[8, 21, 14, 18, 24]",27782.658999999992,5
1725,173,"[8, 22, 23, 13, 18, 24]",41628.20450000001,6
1726,173,"[8, 22, 30, 3, 2, 24]",102781.9215,6
1727,173,"[8, 22, 30, 15, 2, 24]",86848.32749999998,6
1728,173,"[8, 21, 13, 19, 15, 24]",45380.687999999995,6
1729,173,"[8, 21, 13, 18, 1, 24]",40247.278,6
1730,173,"[8, 23, 9, 13, 18, 24]",28785.8955,6
1731,174,"[8, 22, 25]",13515.505000000005,3
1732,174,"[8, 23, 22, 25]",19168.756500000003,4
1733,174,"[8, 22, 6, 25]",17422.320000000003,4
1734,174,"[8, 22, 30, 25]",38918.708499999986,4
1735,174,"[8, 21, 23, 22, 25]",27651.836000000003,5
1736,174,"[8, 23, 29, 22, 25]",20477.999500000005,5
1737,174,"[8, 23, 22, 6, 25]",23075.571500000005,5
1738,174,"[8, 22, 6, 28, 25]",19753.336500000005,5
1739,174,"[8, 22, 29, 30, 25]",44180.649999999994,5
1740,174,"[8, 22, 30, 28, 25]",41409.01249999999,5
1741,175,"[8, 22, 30, 3, 5, 27]",116688.272,6
1742,175,"[8, 22, 30, 15, 5, 27]",102974.30199999998,6
1743,175,"[8, 22, 30, 3, 11, 27]",105789.777,6
1744,175,"[8, 21, 13, 18, 15, 5, 27]",76276.8045,7
1745,175,"[8, 22, 25, 30, 3, 5, 27]",118568.2795,7
1746,175,"[8, 22, 30, 3, 5, 11, 27]",132255.2225,7
1747,175,"[8, 22, 30, 17, 3, 5, 27]",124636.084,7
1748,175,"[8, 22, 30, 15, 2, 5, 27]",104124.23249999997,7
1749,175,"[8, 22, 30, 15, 5, 11, 27]",118541.25249999997,7
1750,175,"[8, 22, 30, 3, 2, 5, 27]",120057.82649999998,7
1751,176,"[8, 22, 6, 28]",17270.768000000004,4
1752,176,"[8, 22, 25, 28]",15998.073500000004,4
1753,176,"[8, 22, 30, 28]",38926.44399999999,4
1754,176,"[8, 23, 22, 6, 28]",22924.019500000006,5
1755,176,"[8, 22, 6, 4, 28]",21395.367,5
1756,176,"[8, 22, 25, 6, 28]",24598.188000000006,5
1757,176,"[8, 22, 29, 30, 28]",44188.38549999999,5
1758,176,"[8, 22, 30, 4, 28]",46597.075499999984,5
1759,176,"[8, 23, 29, 30, 28]",42036.65599999999,5
1760,176,"[8, 23, 22, 25, 28]",21651.325000000004,5
1761,177,"[8, 22, 29]",12965.335500000005,3
1762,177,"[8, 23, 29]",10813.606000000002,3
1763,177,"[8, 22, 12, 29]",38208.75750000001,4
1764,177,"[8, 21, 23, 29]",19296.6855,4
1765,177,"[8, 23, 16, 29]",13838.244,4
1766,177,"[8, 22, 23, 29]",24601.42850000001,4
1767,177,"[8, 23, 22, 29]",18618.587000000007,4
1768,177,"[8, 22, 30, 29]",42850.81199999999,4
1769,177,"[8, 21, 13, 16, 29]",24473.5925,5
1770,177,"[8, 21, 23, 16, 29]",22321.3235,5
1771,178,"[8, 22, 30]",25277.102999999992,3
1772,178,"[8, 23, 22, 30]",30930.354499999994,4
1773,178,"[8, 22, 25, 30]",27157.1105,4
1774,178,"[8, 23, 29, 30]",28387.314999999995,4
1775,178,"[8, 22, 29, 30]",30539.0445,4
1776,178,"[8, 21, 23, 22, 30]",39413.433999999994,5
1777,178,"[8, 23, 22, 25, 30]",32810.361999999994,5
1778,178,"[8, 22, 25, 28, 30]",29647.4145,5
1779,178,"[8, 23, 16, 29, 30]",31411.952999999994,5
1780,178,"[8, 23, 29, 22, 30]",32239.59749999999,5
1781,179,"[8, 21, 31]",11451.626999999997,3
1782,179,"[8, 22, 12, 31]",40766.656,4
1783,179,"[8, 21, 14, 31]",17100.6085,4
1784,179,"[8, 23, 21, 31]",13740.3465,4
1785,179,"[8, 22, 29, 12, 31]",43607.45000000001,5
1786,179,"[8, 21, 13, 14, 31]",26853.173,5
1787,179,"[8, 21, 14, 20, 31]",24906.29,5
1788,179,"[8, 23, 22, 12, 31]",46419.90750000001,5
1789,179,"[8, 23, 21, 14, 31]",19389.328,5
1790,179,"[8, 22, 23, 21, 31]",27528.16900000001,5
1791,180,"[8, 22, 29, 32]",19629.618500000004,4
1792,180,"[8, 23, 29, 32]",17477.889000000003,4
1793,180,"[8, 22, 30, 32]",43653.05999999998,4
1794,180,"[8, 22, 29, 19, 32]",26137.77450000001,5
1795,180,"[8, 21, 13, 19, 32]",27129.556500000002,5
1796,180,"[8, 23, 13, 19, 32]",21554.402000000002,5
1797,180,"[8, 23, 29, 19, 32]",23986.045000000006,5
1798,180,"[8, 22, 12, 29, 32]",44873.0405,5
1799,180,"[8, 22, 30, 15, 32]",76803.00749999998,5
1800,180,"[8, 22, 29, 30, 32]",48915.0015,5
1801,181,"[9, 13, 18, 1]",20039.601000000002,4
1802,181,"[9, 23, 13, 18, 1]",27403.4075,5
1803,181,"[9, 13, 14, 18, 1]",24159.288,5
1804,181,"[9, 13, 18, 20, 1]",23633.9385,5
1805,181,"[9, 13, 19, 18, 1]",26555.6575,5
1806,181,"[9, 13, 14, 20, 1]",20347.248,5
1807,181,"[9, 13, 18, 24, 1]",27372.735499999995,5
1808,181,"[9, 23, 16, 13, 18, 1]",31778.240500000004,6
1809,181,"[9, 23, 13, 14, 18, 1]",31523.094500000003,6
1810,181,"[9, 23, 13, 18, 20, 1]",30997.745000000003,6
1811,182,"[9, 13, 18, 15, 3]",30916.910499999994,5
1812,182,"[9, 23, 22, 30, 3]",74068.6015,5
1813,182,"[9, 13, 19, 15, 3]",32601.243999999995,5
1814,182,"[9, 23, 29, 30, 3]",71525.562,5
1815,182,"[9, 13, 18, 19, 15, 3]",42143.3315,6
1816,182,"[9, 13, 18, 15, 2, 3]",63998.108499999995,6
1817,182,"[9, 23, 22, 25, 30, 3]",75948.60900000001,6
1818,182,"[9, 23, 22, 30, 15, 3]",76206.62049999998,6
1819,182,"[9, 13, 14, 18, 15, 3]",35036.597499999996,6
1820,182,"[9, 13, 19, 18, 15, 3]",37432.96699999999,6
1821,183,"[9, 23, 22, 6, 4]",22538.913,5
1822,183,"[9, 23, 29, 30, 4]",45197.58199999999,5
1823,183,"[9, 23, 22, 30, 4]",47740.62149999998,5
1824,183,"[9, 13, 16, 29, 30, 4]",45918.607499999984,6
1825,183,"[9, 23, 22, 6, 28, 4]",27061.169,6
1826,183,"[9, 23, 8, 22, 6, 4]",25567.537500000006,6
1827,183,"[9, 23, 29, 22, 6, 4]",23848.156000000003,6
1828,183,"[9, 23, 29, 30, 17, 4]",57577.196999999986,6
1829,183,"[9, 23, 22, 25, 6, 4]",29866.333000000006,6
1830,183,"[9, 23, 22, 30, 17, 4]",60120.236499999985,6
1831,184,"[9, 23, 8]",8495.598000000002,3
1832,184,"[9, 13, 21, 8]",17252.451999999997,4
1833,184,"[9, 23, 21, 8]",16978.677499999998,4
1834,184,"[9, 13, 23, 8]",11677.2975,4
1835,184,"[9, 23, 22, 8]",22283.420500000007,4
1836,184,"[9, 13, 21, 23, 8]",19541.1715,5
1837,184,"[9, 13, 14, 21, 8]",20582.5085,5
1838,184,"[9, 13, 23, 21, 8]",20160.376999999997,5
1839,184,"[9, 23, 13, 21, 8]",24616.2585,5
1840,184,"[9, 13, 16, 23, 8]",16052.130500000001,5
1841,185,"[9, 23, 22, 6, 4, 10]",26981.5305,6
1842,185,"[9, 23, 29, 30, 4, 10]",49640.19949999999,6
1843,185,"[9, 23, 22, 30, 4, 10]",52183.23899999998,6
1844,185,"[9, 23, 29, 30, 17, 10]",55787.70099999999,6
1845,185,"[9, 23, 22, 30, 17, 10]",58330.74049999998,6
1846,185,"[9, 13, 16, 29, 30, 4, 10]",50361.224999999984,7
1847,185,"[9, 23, 22, 6, 28, 4, 10]",31503.786500000002,7
1848,185,"[9, 23, 22, 6, 4, 17, 10]",37568.473000000005,7
1849,185,"[9, 23, 8, 22, 6, 4, 10]",30010.155000000006,7
1850,185,"[9, 23, 29, 22, 6, 4, 10]",28290.773500000003,7
1851,186,"[9, 23, 22, 12]",29633.623000000003,4
1852,186,"[9, 23, 29, 12]",24669.436,4
1853,186,"[9, 13, 23, 22, 12]",32815.3225,5
1854,186,"[9, 23, 22, 29, 12]",32474.417000000005,5
1855,186,"[9, 23, 8, 22, 12]",32662.247500000005,5
1856,186,"[9, 23, 29, 22, 12]",30942.866,5
1857,186,"[9, 13, 16, 29, 12]",25390.4615,5
1858,186,"[9, 13, 23, 29, 12]",27851.1355,5
1859,186,"[9, 23, 16, 29, 12]",27694.074,5
1860,186,"[9, 13, 19, 29, 12]",30708.084500000004,5
1861,187,"[9, 13]",2063.6065,2
1862,187,"[9, 23, 13]",9427.413,3
1863,187,"[9, 23, 16, 13]",13802.246000000003,4
1864,187,"[9, 23, 21, 13]",17291.287,4
1865,187,"[9, 23, 16, 19, 13]",20547.880500000007,5
1866,187,"[9, 23, 8, 21, 13]",23684.4435,5
1867,187,"[9, 23, 21, 14, 13]",20621.3435,5
1868,187,"[9, 23, 29, 16, 13]",19912.075000000004,5
1869,187,"[9, 23, 29, 19, 13]",25229.698000000004,5
1870,187,"[9, 23, 16, 29, 19, 13]",28254.336000000003,6
1871,188,"[9, 13, 14]",8604.917000000001,3
1872,188,"[9, 23, 13, 14]",15968.7235,4
1873,188,"[9, 13, 18, 14]",16038.656000000003,4
1874,188,"[9, 23, 21, 14]",14080.033,4
1875,188,"[9, 13, 21, 14]",14353.8075,4
1876,188,"[9, 23, 13, 18, 14]",23402.4625,5
1877,188,"[9, 13, 18, 20, 14]",23307.6245,5
1878,188,"[9, 23, 8, 21, 14]",20473.1895,5
1879,188,"[9, 23, 21, 13, 14]",23832.5975,5
1880,188,"[9, 13, 19, 18, 14]",22554.7125,5
1881,189,"[9, 13, 18, 15]",19974.193,4
1882,189,"[9, 13, 19, 15]",21658.5265,4
1883,189,"[9, 23, 13, 18, 15]",27337.999499999998,5
1884,189,"[9, 13, 18, 19, 15]",31200.614,5
1885,189,"[9, 13, 14, 18, 15]",24093.88,5
1886,189,"[9, 13, 19, 18, 15]",26490.249499999998,5
1887,189,"[9, 23, 16, 19, 15]",26772.1585,5
1888,189,"[9, 23, 13, 19, 15]",29022.333,5
1889,189,"[9, 13, 18, 24, 15]",30887.219999999994,5
1890,189,"[9, 13, 16, 19, 15]",24468.546000000002,5
1891,190,"[9, 13, 16]",6781.120000000001,3
1892,190,"[9, 23, 16]",9084.732500000002,3
1893,190,"[9, 13, 19, 16]",13526.754500000003,4
1894,190,"[9, 23, 13, 16]",14144.926500000001,4
1895,190,"[9, 13, 23, 16]",12266.432,4
