id,origin,destination,demand,paths
1339,36,96,7527,10
1340,36,98,921,10
1341,36,102,500,10
1342,36,104,120,10
1343,36,105,83,10
1344,36,106,182,10
1345,36,107,1919,10
1346,36,108,2055,10
1347,36,109,866,10
1348,36,112,123,10
1349,36,117,218,10
1350,36,118,231,10
1351,36,119,590,10
1352,36,120,418,10
1353,36,122,46,10
1354,36,124,308,10
1355,36,127,48,10
1356,36,128,381,10
1357,36,129,4318,10
1358,36,130,205,10
1359,36,132,531,10
1360,36,135,197,10
1361,36,136,1381,10
1362,36,137,6650,10
1363,36,139,242,10
1364,36,141,1044,10
1365,36,142,11797,10
1366,36,143,737,10
1367,36,145,79,10
1368,36,146,3394,10
1369,36,147,120,10
1370,36,148,53,10
1371,36,151,34,10
1372,36,152,1306,10
1373,36,153,156,10
1374,36,154,4590,10
1375,36,156,87,10
1376,37,11,208,10
1377,37,13,588,10
1378,37,14,225,10
1379,37,16,1182,10
1380,37,25,124,10
1381,37,29,184,10
1382,37,30,50,10
1383,37,32,55,10
1384,37,33,138,10
1385,37,36,315,10
1386,37,40,451,10
1387,37,41,294,10
1388,37,42,121,10
1389,37,43,33,10
1390,37,47,554,10
1391,37,49,1043,10
1392,37,50,49,10
1393,37,51,412,10
1394,37,52,9,10
1395,37,53,138,10
1396,37,60,198,10
1397,37,62,842,10
1398,37,65,343,10
1399,37,68,1447,10
1400,37,69,5839,10
1401,37,75,129,10
1402,37,78,157,10
1403,37,83,196,10
1404,37,87,209,10
1405,37,89,299,10
1406,37,90,1258,10
1407,37,91,522,10
1408,37,92,346,10
1409,37,94,353,10
1410,37,97,1384,10
1411,37,98,94,10
1412,37,101,62,10
1413,37,104,129,10
1414,37,107,3712,10
1415,37,108,5561,10
1416,37,115,191,10
1417,37,117,880,10
1418,37,120,130,10
1419,37,124,13,10
1420,37,125,159,10
1421,37,130,37,10
1422,37,137,395,10
1423,37,143,327,10
1424,37,146,507,10
1425,37,153,743,10
1426,37,154,1128,10
1427,37,157,23,10
1428,39,8,1344,10
1429,39,9,268,10
1430,39,19,921,10
1431,39,22,6198,10
1432,39,43,9,10
1433,39,61,491,10
1434,39,67,477,10
1435,39,79,45,10
1436,39,84,580,10
1437,39,91,55,10
1438,39,96,785,10
1439,39,99,2910,10
1440,39,117,278,10
1441,39,118,574,10
1442,39,128,3777,10
1443,39,134,205,10
1444,39,142,138,10
1445,40,8,332,10
1446,40,9,159,10
1447,40,11,255,10
1448,40,16,147,10
1449,40,30,87,10
1450,40,33,233,10
1451,40,37,521,10
1452,40,45,289,10
1453,40,52,133,10
1454,40,54,76,10
1455,40,60,1335,10
1456,40,69,575,10
1457,40,76,109,10
1458,40,83,365,10
1459,40,87,305,10
1460,40,101,1969,10
1461,40,102,222,10
1462,40,104,2360,10
1463,40,108,313,10
1464,40,117,97,10
1465,40,118,90,10
1466,40,132,184,10
1467,40,137,350,10
1468,40,143,190,10
1469,40,146,103,10
1470,41,3,85,10
1471,41,5,300,10
1472,41,9,3162,10
1473,41,16,90,10
1474,41,19,74,10
1475,41,20,8,10
1476,41,24,231,10
1477,41,31,1047,10
1478,41,37,242,10
1479,41,43,14,10
1480,41,46,130,10
1481,41,52,1058,10
1482,41,53,12,10
1483,41,58,618,10
1484,41,69,286,10
1485,41,72,4001,10
1486,41,73,1243,10
1487,41,76,80,10
1488,41,84,32,10
1489,41,87,1663,10
1490,41,90,55,10
1491,41,96,206,10
1492,41,107,304,10
1493,41,114,417,10
1494,41,116,151,10
1495,41,119,222,10
1496,41,136,789,10
1497,41,137,27,10
1498,41,139,56,10
1499,41,146,2,10
1500,41,147,442,10
1501,41,148,423,10
1502,41,154,198,10
1503,41,158,953,10
1504,42,1,2537,10
1505,42,4,108,10
1506,42,8,240,10
1507,42,9,354,10
1508,42,11,183,10
1509,42,12,365,10
1510,42,14,1506,10
1511,42,16,183,10
1512,42,17,1941,10
1513,42,19,204,10
1514,42,21,46,10
1515,42,22,472,10
1516,42,23,22,10
1517,42,24,899,10
1518,42,29,284,10
1519,42,30,312,10
1520,42,33,167,10
1521,42,35,1973,10
1522,42,36,138,10
1523,42,37,209,10
1524,42,43,35,10
1525,42,44,141,10
1526,42,45,49,10
1527,42,46,1055,10
1528,42,47,2273,10
1529,42,48,2389,10
1530,42,49,39,10
1531,42,53,560,10
1532,42,54,245,10
1533,42,58,235,10
1534,42,60,196,10
1535,42,65,240,10
1536,42,66,836,10
1537,42,68,84,10
1538,42,69,1778,10
1539,42,72,380,10
1540,42,73,2072,10
1541,42,75,128,10
1542,42,76,663,10
1543,42,78,31,10
1544,42,79,14,10
1545,42,81,544,10
1546,42,84,90,10
1547,42,87,796,10
1548,42,89,268,10
1549,42,90,252,10
1550,42,91,1748,10
1551,42,92,274,10
1552,42,93,1183,10
1553,42,94,1888,10
1554,42,96,1063,10
1555,42,97,162,10
1556,42,98,212,10
1557,42,101,171,10
1558,42,102,118,10
1559,42,104,339,10
1560,42,107,1320,10
1561,42,108,1472,10
1562,42,109,544,10
1563,42,114,292,10
1564,42,116,1238,10
1565,42,117,431,10
1566,42,118,397,10
1567,42,120,744,10
1568,42,125,49,10
1569,42,129,63,10
1570,42,130,34,10
1571,42,132,62,10
1572,42,137,904,10
1573,42,139,351,10
1574,42,141,439,10
1575,42,142,124,10
1576,42,143,1868,10
1577,42,145,285,10
1578,42,146,377,10
1579,42,151,391,10
1580,42,154,755,10
1581,42,156,446,10
1582,42,158,553,10
1583,43,1,8,10
1584,43,3,10,10
1585,43,4,145,10
1586,43,8,2430,10
1587,43,9,46,10
1588,43,11,88,10
1589,43,13,38,10
1590,43,14,43,10
1591,43,16,111,10
1592,43,19,300,10
1593,43,21,10,10
1594,43,22,141,10
1595,43,23,13,10
1596,43,24,39,10
1597,43,29,45,10
1598,43,30,19,10
1599,43,33,5,10
1600,43,36,20,10
1601,43,37,77,10
1602,43,40,246,10
1603,43,41,9,10
1604,43,42,15,10
1605,43,47,199,10
1606,43,48,29,10
1607,43,51,6,10
1608,43,52,213,10
1609,43,53,19,10
1610,43,54,15,10
1611,43,58,10,10
1612,43,60,912,10
1613,43,64,7,10
1614,43,68,9,10
1615,43,69,733,10
1616,43,72,169,10
1617,43,79,58,10
1618,43,83,15,10
1619,43,84,17,10
1620,43,87,1025,10
1621,43,88,301,10
1622,43,90,81,10
1623,43,91,50,10
1624,43,92,633,10
1625,43,94,83,10
1626,43,96,6,10
1627,43,98,57,10
1628,43,102,238,10
1629,43,104,148,10
1630,43,106,18,10
1631,43,108,56,10
1632,43,109,14,10
1633,43,114,7,10
1634,43,115,8,10
1635,43,116,37,10
1636,43,117,5,10
1637,43,118,306,10
1638,43,122,176,10
1639,43,123,3,10
1640,43,124,27,10
1641,43,125,7,10
1642,43,128,544,10
1643,43,132,15,10
1644,43,136,6,10
1645,43,137,9,10
1646,43,139,4,10
1647,43,142,318,10
1648,43,143,27,10
1649,43,146,87,10
1650,43,151,7,10
1651,43,154,12,10
1652,43,156,211,10
1653,43,157,134,10
1654,43,158,15,10
1655,44,3,84,10
1656,44,8,37,10
1657,44,24,105,10
1658,44,36,17,10
1659,44,42,78,10
1660,44,47,39,10
1661,44,48,63,10
1662,44,83,25,10
1663,44,87,38,10
1664,44,91,180,10
1665,44,96,141,10
1666,44,101,90,10
1667,44,108,81,10
1668,44,109,120,10
1669,44,115,78,10
1670,44,116,37,10
1671,44,137,50,10
1672,44,143,246,10
1673,45,13,37,10
1674,45,24,244,10
1675,45,35,79,10
1676,45,36,26,10
1677,45,40,1284,10
1678,45,42,78,10
1679,45,47,79,10
1680,45,69,155,10
1681,45,87,1115,10
1682,45,89,20,10
1683,45,92,76,10
1684,45,96,37,10
1685,45,104,348,10
1686,45,107,171,10
1687,45,108,36,10
1688,45,116,127,10
1689,45,143,119,10
1690,46,3,25,10
1691,46,8,157,10
1692,46,9,285,10
1693,46,12,98,10
1694,46,14,201,10
1695,46,17,393,10
1696,46,19,383,10
1697,46,21,73,10
1698,46,24,246,10
1699,46,25,111,10
1700,46,29,191,10
1701,46,30,1242,10
1702,46,31,1365,10
1703,46,35,109,10
1704,46,36,857,10
1705,46,41,325,10
1706,46,42,709,10
1707,46,44,51,10
1708,46,48,841,10
1709,46,52,222,10
1710,46,54,128,10
1711,46,58,993,10
1712,46,64,62,10
1713,46,68,321,10
1714,46,73,312,10
1715,46,78,124,10
1716,46,79,25,10
1717,46,81,90,10
1718,46,83,320,10
1719,46,84,64,10
1720,46,87,396,10
1721,46,88,111,10
1722,46,89,153,10
1723,46,90,184,10
1724,46,91,1667,10
1725,46,92,151,10
1726,46,93,64,10
1727,46,94,699,10
1728,46,96,5337,10
1729,46,102,158,10
1730,46,104,131,10
1731,46,105,109,10
1732,46,109,599,10
1733,46,115,195,10
1734,46,116,1655,10
1735,46,117,126,10
1736,46,119,42,10
1737,46,120,414,10
1738,46,123,25,10
1739,46,124,505,10
1740,46,127,191,10
1741,46,129,386,10
1742,46,133,47,10
1743,46,136,95,10
1744,46,137,493,10
1745,46,139,52,10
1746,46,141,47,10
1747,46,142,1220,10
1748,46,143,917,10
1749,46,146,276,10
1750,46,153,199,10
1751,46,154,3401,10
1752,46,156,307,10
1753,47,1,1031,10
1754,47,8,2194,10
1755,47,9,662,10
1756,47,14,1373,10
1757,47,16,157,10
1758,47,17,266,10
1759,47,19,187,10
1760,47,22,303,10
1761,47,24,1357,10
1762,47,25,142,10
1763,47,30,649,10
1764,47,33,68,10
1765,47,35,2264,10
1766,47,36,548,10
1767,47,37,163,10
1768,47,42,3157,10
1769,47,43,172,10
1770,47,44,89,10
1771,47,45,57,10
1772,47,48,1617,10
1773,47,49,22,10
1774,47,51,114,10
1775,47,52,2316,10
1776,47,53,556,10
1777,47,54,37,10
1778,47,58,614,10
1779,47,60,1378,10
1780,47,64,423,10
1781,47,66,1205,10
1782,47,69,2605,10
1783,47,70,76,10
1784,47,72,375,10
1785,47,73,695,10
1786,47,75,158,10
1787,47,83,89,10
1788,47,84,178,10
1789,47,87,560,10
1790,47,90,454,10
1791,47,91,894,10
1792,47,92,2357,10
1793,47,93,1236,10
1794,47,94,1760,10
1795,47,96,2032,10
1796,47,98,708,10
1797,47,101,39,10
1798,47,102,186,10
1799,47,104,1277,10
1800,47,107,235,10
1801,47,108,1011,10
1802,47,109,1533,10
1803,47,114,115,10
1804,47,116,700,10
1805,47,117,536,10
1806,47,119,33,10
1807,47,122,175,10
1808,47,124,89,10
1809,47,128,67,10
1810,47,129,255,10
1811,47,132,27,10
1812,47,133,206,10
1813,47,137,990,10
1814,47,141,745,10
1815,47,142,93,10
1816,47,143,2431,10
1817,47,145,60,10
1818,47,147,51,10
1819,47,151,404,10
1820,47,154,622,10
1821,47,156,285,10
1822,47,158,260,10
1823,48,1,565,10
1824,48,3,24,10
1825,48,5,730,10
1826,48,8,959,10
1827,48,9,3717,10
1828,48,12,57,10
1829,48,14,365,10
1830,48,17,502,10
1831,48,19,53,10
1832,48,21,68,10
1833,48,23,4,10
1834,48,24,638,10
1835,48,25,211,10
1836,48,29,232,10
1837,48,31,55,10
1838,48,35,149,10
1839,48,36,409,10
1840,48,42,1434,10
1841,48,43,17,10
1842,48,44,98,10
1843,48,46,549,10
1844,48,47,1682,10
1845,48,49,219,10
1846,48,50,33,10
1847,48,52,774,10
1848,48,53,627,10
1849,48,58,136,10
1850,48,62,182,10
1851,48,64,230,10
1852,48,68,306,10
1853,48,69,780,10
1854,48,72,250,10
1855,48,73,267,10
1856,48,78,100,10
1857,48,79,15,10
1858,48,83,167,10
1859,48,84,403,10
1860,48,87,1502,10
1861,48,88,137,10
1862,48,90,129,10
1863,48,91,1192,10
1864,48,92,724,10
1865,48,93,1252,10
1866,48,94,831,10
1867,48,96,5333,10
1868,48,98,544,10
1869,48,101,154,10
1870,48,104,1322,10
1871,48,105,405,10
1872,48,107,254,10
1873,48,109,1956,10
1874,48,112,372,10
1875,48,115,342,10
1876,48,116,1603,10
1877,48,117,143,10
1878,48,120,370,10
1879,48,124,221,10
1880,48,127,61,10
1881,48,129,55,10
1882,48,132,425,10
1883,48,136,6,10
1884,48,137,287,10
1885,48,139,300,10
1886,48,141,702,10
1887,48,142,635,10
1888,48,143,1156,10
1889,48,151,1292,10
1890,48,154,821,10
1891,48,156,380,10
1892,49,3,83,10
1893,49,4,485,10
1894,49,5,84,10
1895,49,9,326,10
1896,49,14,66,10
1897,49,19,55,10
1898,49,25,89,10
1899,49,29,345,10
1900,49,31,108,10
1901,49,36,293,10
1902,49,37,79,10
1903,49,42,71,10
1904,49,47,87,10
1905,49,48,58,10
1906,49,54,28,10
1907,49,58,335,10
1908,49,62,32,10
1909,49,66,172,10
1910,49,68,35,10
1911,49,69,102,10
1912,49,70,159,10
1913,49,79,69,10
1914,49,81,106,10
1915,49,83,84,10
1916,49,84,138,10
1917,49,88,205,10
1918,49,90,251,10
1919,49,91,283,10
1920,49,96,61,10
1921,49,107,1061,10
1922,49,115,400,10
1923,49,123,528,10
1924,49,129,949,10
1925,49,130,11,10
1926,49,132,739,10
1927,49,137,81,10
1928,49,139,71,10
1929,49,142,317,10
1930,49,143,59,10
1931,49,146,10,10
1932,49,148,37,10
1933,49,153,52,10
1934,49,154,144,10
1935,49,158,1082,10
1936,50,8,163,10
1937,50,9,944,10
1938,50,13,177,10
1939,50,19,17,10
1940,50,22,333,10
1941,50,25,3613,10
1942,50,29,397,10
1943,50,30,305,10
1944,50,33,134,10
1945,50,35,467,10
1946,50,36,1294,10
1947,50,37,101,10
1948,50,52,141,10
1949,50,57,833,10
1950,50,58,411,10
1951,50,60,76,10
1952,50,62,848,10
1953,50,65,464,10
1954,50,67,1210,10
1955,50,68,2073,10
1956,50,69,89,10
1957,50,72,81,10
1958,50,83,1494,10
1959,50,84,642,10
1960,50,85,743,10
1961,50,87,62,10
1962,50,89,52,10
1963,50,90,15,10
1964,50,91,459,10
1965,50,96,103,10
1966,50,101,25,10
1967,50,102,50,10
1968,50,109,54,10
1969,50,116,78,10
1970,50,117,78,10
1971,50,123,185,10
1972,50,124,118,10
1973,50,127,211,10
1974,50,129,1901,10
1975,50,132,637,10
1976,50,136,17,10
1977,50,137,152,10
1978,50,139,67,10
1979,50,142,1201,10
1980,50,146,242,10
1981,50,152,472,10
1982,50,153,67,10
1983,51,14,203,10
1984,51,30,18,10
1985,51,32,1736,10
1986,51,37,1083,10
1987,51,43,17,10
1988,51,47,257,10
1989,51,53,1217,10
1990,51,69,21,10
1991,51,78,2671,10
1992,51,87,212,10
1993,51,92,464,10
1994,51,94,196,10
1995,51,112,2403,10
1996,51,119,367,10
1997,51,137,986,10
1998,51,141,6128,10
1999,51,147,38,10
2000,51,154,671,10
2001,52,3,166,10
2002,52,4,224,10
2003,52,6,1028,10
2004,52,8,2877,10
2005,52,9,7877,10
2006,52,11,128,10
2007,52,20,294,10
2008,52,21,331,10
2009,52,22,1116,10
2010,52,24,525,10
2011,52,30,568,10
2012,52,31,2236,10
2013,52,33,178,10
2014,52,36,617,10
2015,52,37,20,10
2016,52,40,981,10
2017,52,41,890,10
2018,52,46,120,10
2019,52,47,395,10
2020,52,48,1605,10
2021,52,50,92,10
2022,52,53,206,10
2023,52,57,83,10
2024,52,58,455,10
2025,52,60,111,10
2026,52,61,939,10
2027,52,62,1910,10
2028,52,65,80,10
2029,52,68,1179,10
2030,52,69,1057,10
2031,52,70,1952,10
2032,52,72,11709,10
2033,52,84,106,10
2034,52,85,47,10
2035,52,87,1406,10
2036,52,88,229,10
2037,52,89,76,10
2038,52,90,996,10
2039,52,91,486,10
2040,52,92,210,10
2041,52,96,400,10
2042,52,101,84,10
2043,52,104,362,10
2044,52,105,2463,10
2045,52,107,146,10
2046,52,108,202,10
2047,52,109,518,10
2048,52,114,1876,10
2049,52,118,118,10
2050,52,119,445,10
2051,52,122,121,10
2052,52,124,96,10
2053,52,125,752,10
2054,52,136,717,10
2055,52,139,4329,10
2056,52,142,444,10
2057,52,143,152,10
2058,52,147,127,10
2059,52,148,443,10
2060,52,151,51,10
2061,52,154,69,10
2062,52,158,345,10
2063,53,4,76,10
2064,53,8,393,10
2065,53,9,833,10
2066,53,11,47,10
2067,53,14,297,10
2068,53,16,275,10
2069,53,17,83,10
2070,53,19,185,10
2071,53,22,466,10
2072,53,23,89,10
2073,53,24,135,10
2074,53,29,197,10
2075,53,30,316,10
2076,53,32,1809,10
2077,53,35,144,10
2078,53,36,29,10
2079,53,37,159,10
2080,53,41,29,10
2081,53,42,287,10
2082,53,43,11,10
2083,53,47,478,10
2084,53,48,67,10
2085,53,51,1337,10
2086,53,52,454,10
2087,53,54,19,10
2088,53,57,17,10
2089,53,58,275,10
2090,53,60,133,10
2091,53,62,436,10
2092,53,66,81,10
2093,53,68,100,10
2094,53,69,647,10
2095,53,72,59,10
2096,53,73,70,10
2097,53,76,15,10
2098,53,78,1674,10
2099,53,79,191,10
2100,53,83,26,10
2101,53,91,2048,10
2102,53,94,1134,10
2103,53,96,69,10
2104,53,97,16,10
2105,53,98,131,10
2106,53,101,123,10
2107,53,102,447,10
2108,53,104,252,10
2109,53,105,12,10
2110,53,107,4338,10
2111,53,108,774,10
2112,53,109,138,10
2113,53,112,5497,10
2114,53,115,1042,10
2115,53,116,96,10
2116,53,117,2559,10
2117,53,119,319,10
2118,53,123,307,10
2119,53,125,172,10
2120,53,128,85,10
2121,53,129,422,10
2122,53,132,24,10
2123,53,136,24,10
2124,53,137,194,10
2125,53,139,35,10
2126,53,141,3517,10
2127,53,142,218,10
2128,53,147,83,10
2129,53,151,81,10
2130,53,154,957,10
2131,53,156,62,10
2132,54,1,26,10
2133,54,5,21,10
2134,54,9,89,10
2135,54,11,60,10
2136,54,14,103,10
2137,54,19,965,10
2138,54,21,30,10
2139,54,22,766,10
2140,54,24,417,10
2141,54,25,672,10
2142,54,29,173,10
2143,54,30,13,10
2144,54,35,305,10
2145,54,36,176,10
2146,54,40,231,10
2147,54,42,262,10
2148,54,43,41,10
2149,54,46,60,10
2150,54,47,37,10
2151,54,49,18,10
2152,54,53,13,10
2153,54,57,306,10
2154,54,60,195,10
2155,54,62,60,10
2156,54,64,461,10
2157,54,65,64,10
2158,54,68,207,10
2159,54,69,46,10
2160,54,73,2236,10
2161,54,81,217,10
2162,54,83,87,10
2163,54,84,36,10
2164,54,87,138,10
2165,54,89,58,10
2166,54,90,14,10
2167,54,91,122,10
2168,54,94,25,10
2169,54,96,82,10
2170,54,97,31,10
2171,54,98,2129,10
2172,54,101,73,10
2173,54,105,121,10
2174,54,108,145,10
2175,54,109,291,10
2176,54,115,131,10
2177,54,128,419,10
2178,54,129,362,10
2179,54,130,68,10
2180,54,132,384,10
2181,54,135,109,10
2182,54,137,404,10
2183,54,139,73,10
2184,54,142,2292,10
2185,54,143,35,10
2186,54,145,37,10
2187,54,146,13,10
2188,54,154,102,10
2189,57,3,7,10
2190,57,8,594,10
2191,57,9,272,10
2192,57,16,140,10
2193,57,19,276,10
2194,57,22,144,10
2195,57,24,38,10
2196,57,25,53,10
2197,57,36,436,10
2198,57,43,8,10
2199,57,50,397,10
2200,57,52,156,10
2201,57,53,11,10
2202,57,54,197,10
2203,57,62,117,10
2204,57,65,217,10
2205,57,68,747,10
2206,57,69,15,10
2207,57,72,45,10
2208,57,75,398,10
2209,57,76,61,10
2210,57,78,97,10
2211,57,81,359,10
2212,57,83,16,10
2213,57,91,579,10
2214,57,94,73,10
2215,57,107,2,10
2216,57,108,36,10
2217,57,114,377,10
2218,57,129,544,10
2219,57,130,31,10
2220,57,136,30,10
2221,57,137,13,10
2222,57,142,1021,10
2223,57,146,20,10
2224,57,154,40,10
2225,57,156,302,10
2226,58,3,11,10
2227,58,5,915,10
2228,58,6,214,10
2229,58,8,441,10
2230,58,9,2471,10
2231,58,13,50,10
2232,58,14,315,10
2233,58,17,121,10
2234,58,19,372,10
2235,58,22,571,10
2236,58,24,351,10
2237,58,29,628,10
2238,58,30,410,10
2239,58,36,111,10
2240,58,41,1070,10
2241,58,42,79,10
2242,58,43,10,10
2243,58,46,1069,10
2244,58,47,568,10
2245,58,48,119,10
2246,58,49,287,10
2247,58,50,80,10
2248,58,52,190,10
2249,58,53,43,10
2250,58,69,99,10
2251,58,72,75,10
2252,58,73,315,10
2253,58,83,99,10
2254,58,84,3667,10
2255,58,87,137,10
2256,58,89,84,10
2257,58,90,139,10
2258,58,91,3643,10
2259,58,92,159,10
2260,58,93,87,10
2261,58,94,489,10
2262,58,96,543,10
2263,58,97,189,10
2264,58,102,116,10
2265,58,107,148,10
2266,58,108,323,10
2267,58,109,288,10
2268,58,115,1206,10
2269,58,116,688,10
2270,58,127,38,10
2271,58,129,196,10
2272,58,130,53,10
2273,58,132,658,10
2274,58,136,5,10
2275,58,137,1300,10
2276,58,142,3962,10
2277,58,143,494,10
2278,58,151,409,10
2279,58,154,5446,10
2280,59,9,6,10
2281,59,22,24,10
2282,59,61,12,10
2283,59,70,184,10
2284,59,119,12,10
2285,59,148,151,10
2286,60,4,1426,10
2287,60,8,1270,10
2288,60,9,618,10
2289,60,11,260,10
2290,60,13,741,10
2291,60,14,668,10
2292,60,19,88,10
2293,60,22,900,10
2294,60,23,171,10
2295,60,24,151,10
2296,60,29,444,10
2297,60,33,13,10
2298,60,35,299,10
2299,60,36,534,10
2300,60,37,223,10
2301,60,40,1075,10
2302,60,42,263,10
2303,60,43,1150,10
2304,60,47,879,10
2305,60,50,119,10
2306,60,52,292,10
2307,60,53,79,10
2308,60,61,205,10
2309,60,64,59,10
2310,60,68,79,10
2311,60,69,2149,10
2312,60,72,256,10
2313,60,75,243,10
2314,60,81,85,10
2315,60,87,833,10
2316,60,91,150,10
2317,60,92,825,10
2318,60,94,585,10
2319,60,96,157,10
2320,60,98,551,10
2321,60,102,677,10
2322,60,104,398,10
2323,60,107,73,10
2324,60,109,134,10
2325,60,114,104,10
2326,60,116,447,10
2327,60,117,59,10
2328,60,118,489,10
2329,60,122,112,10
2330,60,125,232,10
2331,60,137,7,10
2332,60,143,69,10
2333,60,145,220,10
2334,60,154,198,10
2335,60,158,259,10
2336,61,3,469,10
2337,61,8,65,10
2338,61,9,3837,10
2339,61,13,19,10
2340,61,17,623,10
2341,61,19,115,10
2342,61,22,14309,10
2343,61,24,56,10
2344,61,31,14,10
2345,61,36,1238,10
2346,61,39,792,10
2347,61,52,224,10
2348,61,57,1023,10
2349,61,59,7,10
2350,61,60,77,10
2351,61,62,378,10
2352,61,65,71,10
2353,61,67,350,10
2354,61,68,61,10
2355,61,69,219,10
2356,61,72,556,10
2357,61,87,272,10
2358,61,90,6,10
2359,61,92,117,10
2360,61,96,173,10
2361,61,106,4709,1
2362,61,115,17,10
2363,61,119,852,10
2364,61,128,785,10
2365,61,131,703,10
2366,61,134,672,10
2367,61,135,522,10
2368,61,136,50,10
2369,61,147,37,10
2370,61,148,67,10
2371,61,152,148,10
2372,62,3,2278,10
2373,62,4,81,10
2374,62,5,748,10
2375,62,8,1501,10
2376,62,9,10349,10
2377,62,14,167,10
2378,62,17,751,10
2379,62,19,87,10
2380,62,25,1343,10
2381,62,29,772,10
2382,62,30,158,10
2383,62,31,618,10
2384,62,32,131,10
2385,62,35,931,10
2386,62,36,3808,10
2387,62,37,87,10
2388,62,43,9,10
2389,62,48,212,10
2390,62,49,502,10
2391,62,50,319,10
2392,62,52,1647,10
2393,62,53,658,10
2394,62,54,44,10
2395,62,57,144,10
2396,62,61,345,10
2397,62,65,725,10
2398,62,68,8063,10
2399,62,69,557,10
2400,62,70,467,10
2401,62,72,4250,10
2402,62,76,2648,10
2403,62,78,464,10
2404,62,79,13,10
2405,62,81,4334,10
2406,62,83,3422,10
2407,62,84,9024,10
2408,62,85,121,10
2409,62,90,40,10
2410,62,91,6860,10
2411,62,94,1096,10
2412,62,98,614,10
2413,62,105,1298,10
2414,62,108,341,10
2415,62,114,829,10
2416,62,115,961,10
2417,62,118,211,10
2418,62,120,83,10
2419,62,129,261,10
2420,62,130,8,10
2421,62,136,3928,10
2422,62,137,1173,10
2423,62,142,1186,10
2424,62,143,330,10
2425,62,146,1249,10
2426,62,148,325,10
2427,62,151,157,10
2428,62,152,1040,10
2429,62,154,607,10
2430,62,158,167,10
2431,64,4,181,10
2432,64,8,188,10
2433,64,9,110,10
2434,64,11,112,10
2435,64,13,413,10
2436,64,24,149,10
2437,64,34,188,10
2438,64,42,110,10
2439,64,43,12,10
2440,64,46,368,10
2441,64,47,229,10
2442,64,48,181,10
2443,64,54,334,10
2444,64,60,67,10
2445,64,68,97,10
2446,64,69,424,10
2447,64,72,25,10
2448,64,87,627,10
2449,64,91,341,10
2450,64,92,348,10
2451,64,96,120,10
2452,64,98,164,10
2453,64,104,292,10
2454,64,107,46,10
2455,64,108,135,10
2456,64,109,194,10
2457,64,112,364,10
2458,64,125,932,10
2459,64,129,41,10
2460,64,132,214,10
2461,64,137,48,10
2462,64,142,281,10
2463,64,143,139,10
2464,64,151,44,10
2465,64,154,37,10
2466,64,157,105,10
2467,65,3,411,10
2468,65,9,1092,10
2469,65,19,108,10
2470,65,25,908,10
2471,65,29,1161,10
2472,65,30,1031,10
2473,65,36,1694,10
2474,65,37,90,10
2475,65,42,1082,10
2476,65,50,704,10
2477,65,52,902,10
2478,65,54,62,10
2479,65,57,185,10
2480,65,61,266,10
2481,65,62,3201,10
2482,65,68,1945,10
2483,65,69,364,10
2484,65,72,833,10
2485,65,73,143,10
2486,65,76,636,10
2487,65,78,488,10
2488,65,81,623,10
2489,65,83,2387,10
2490,65,84,2105,10
2491,65,85,118,10
2492,65,87,210,10
2493,65,89,467,10
2494,65,90,43,10
2495,65,91,1117,10
2496,65,119,253,10
2497,65,124,759,10
2498,65,129,1431,10
2499,65,136,197,10
2500,65,137,330,10
2501,65,142,2153,10
2502,65,146,35,10
2503,65,147,56,10
2504,65,148,33,10
2505,66,9,31,10
2506,66,24,79,10
2507,66,33,527,10
2508,66,35,2148,10
2509,66,42,1028,10
2510,66,47,1406,10
2511,66,49,21,10
2512,66,53,706,10
2513,66,69,141,10
2514,66,72,132,10
2515,66,90,20,10
2516,66,93,72,10
2517,66,94,169,10
2518,66,108,334,10
2519,66,109,72,10
2520,66,116,169,10
2521,66,117,76,10
2522,66,137,96,10
2523,66,143,56,10
2524,66,156,303,10
2525,67,8,213,10
2526,67,13,156,10
2527,67,22,3625,10
2528,67,39,681,10
2529,67,61,405,10
2530,67,69,221,10
2531,67,88,208,10
2532,67,99,855,10
2533,67,101,288,10
2534,67,104,221,10
2535,67,128,433,10
2536,67,131,525,10
2537,67,134,579,10
2538,68,3,899,10
2539,68,6,137,10
2540,68,8,1406,10
2541,68,9,6238,10
2542,68,11,86,10
2543,68,14,232,10
2544,68,16,185,10
2545,68,19,1321,10
2546,68,22,636,10
2547,68,24,48,10
2548,68,25,3722,10
2549,68,29,725,10
2550,68,30,318,10
2551,68,36,10182,10
2552,68,37,2336,10
2553,68,42,52,10
2554,68,43,8,10
2555,68,46,484,10
2556,68,48,1468,10
2557,68,49,275,10
2558,68,50,2728,10
2559,68,52,1405,10
2560,68,53,282,10
2561,68,54,295,10
2562,68,57,846,10
2563,68,58,21,10
2564,68,60,242,10
2565,68,62,10495,10
2566,68,64,98,10
2567,68,65,660,10
2568,68,70,72,10
2569,68,72,1046,10
2570,68,73,1405,10
2571,68,76,1161,10
2572,68,81,2557,10
2573,68,83,4642,10
2574,68,84,9733,10
2575,68,85,351,10
2576,68,89,403,10
2577,68,90,688,10
2578,68,91,505,10
2579,68,93,193,10
2580,68,96,1475,10
2581,68,98,421,10
2582,68,102,37,10
2583,68,109,117,10
2584,68,114,148,10
2585,68,115,458,10
2586,68,118,631,10
2587,68,119,185,10
2588,68,127,2377,10
2589,68,129,817,10
2590,68,132,542,10
