id,sequence,length,num_stops
503,"[4, 2, 3, 6, 15]",11,5
504,"[4, 6, 8, 10, 7, 15]",23,6
505,"[4, 5, 2, 3, 6, 15]",18,6
506,"[4, 2, 3, 6, 8, 15]",12,6
507,"[4, 12, 11, 10, 7, 15]",34,6
508,"[4, 12, 11, 10, 8, 15]",35,6
509,"[4, 5, 2, 3, 6, 8, 15]",19,7
510,"[4, 12, 11, 13, 10, 7, 15]",44,7
511,"[5, 2, 1]",14,3
512,"[5, 4, 2, 1]",15,4
513,"[5, 4, 6, 3, 2, 1]",21,6
514,"[5, 4, 12, 11, 10, 8, 6, 3, 2, 1]",52,10
515,"[5, 4, 12, 11, 13, 10, 8, 6, 3, 2, 1]",62,11
516,"[5, 4, 12, 11, 10, 7, 15, 6, 3, 2, 1]",54,11
517,"[5, 4, 12, 11, 10, 8, 15, 6, 3, 2, 1]",55,11
518,"[5, 4, 12, 11, 13, 14, 10, 8, 6, 3, 2, 1]",62,12
519,"[5, 4, 12, 11, 13, 10, 7, 15, 6, 3, 2, 1]",64,12
520,"[5, 4, 12, 11, 13, 10, 8, 15, 6, 3, 2, 1]",65,12
521,"[5, 2]",6,2
522,"[5, 4, 2]",7,3
523,"[5, 4, 6, 3, 2]",13,5
524,"[5, 4, 12, 11, 10, 8, 6, 3, 2]",44,9
525,"[5, 4, 12, 11, 13, 10, 8, 6, 3, 2]",54,10
526,"[5, 4, 12, 11, 10, 7, 15, 6, 3, 2]",46,10
527,"[5, 4, 12, 11, 10, 8, 15, 6, 3, 2]",47,10
528,"[5, 4, 12, 11, 13, 14, 10, 8, 6, 3, 2]",54,11
529,"[5, 4, 12, 11, 13, 10, 7, 15, 6, 3, 2]",56,11
530,"[5, 4, 12, 11, 13, 10, 8, 15, 6, 3, 2]",57,11
531,"[5, 2, 3]",8,3
532,"[5, 4, 2, 3]",9,4
533,"[5, 4, 6, 3]",11,4
534,"[5, 2, 4, 6, 3]",16,5
535,"[5, 4, 12, 11, 10, 8, 6, 3]",42,8
536,"[5, 2, 4, 12, 11, 10, 8, 6, 3]",47,9
537,"[5, 4, 12, 11, 13, 10, 8, 6, 3]",52,9
538,"[5, 4, 12, 11, 10, 7, 15, 6, 3]",44,9
539,"[5, 4, 12, 11, 10, 8, 15, 6, 3]",45,9
540,"[5, 2, 4, 12, 11, 13, 10, 8, 6, 3]",57,10
541,"[5, 4, 6]",8,3
542,"[5, 2, 3, 6]",11,4
543,"[5, 2, 4, 6]",13,4
544,"[5, 4, 2, 3, 6]",12,5
545,"[5, 4, 12, 11, 10, 8, 6]",39,7
546,"[5, 2, 4, 12, 11, 10, 8, 6]",44,8
547,"[5, 4, 12, 11, 13, 10, 8, 6]",49,8
548,"[5, 4, 12, 11, 10, 7, 15, 6]",41,8
549,"[5, 4, 12, 11, 10, 8, 15, 6]",42,8
550,"[5, 2, 4, 12, 11, 13, 10, 8, 6]",54,9
551,"[5, 4, 6, 15, 7]",13,5
552,"[5, 2, 3, 6, 15, 7]",16,6
553,"[5, 4, 12, 11, 10, 7]",36,6
554,"[5, 4, 6, 8, 15, 7]",14,6
555,"[5, 2, 4, 6, 15, 7]",18,6
556,"[5, 4, 6, 8, 10, 7]",25,6
557,"[5, 4, 6, 15, 8, 10, 7]",28,7
558,"[5, 2, 3, 6, 8, 15, 7]",17,7
559,"[5, 4, 2, 3, 6, 15, 7]",17,7
560,"[5, 4, 12, 11, 13, 10, 7]",46,7
561,"[5, 4, 6, 8]",10,4
562,"[5, 2, 3, 6, 8]",13,5
563,"[5, 4, 6, 15, 8]",13,5
564,"[5, 2, 4, 6, 8]",15,5
565,"[5, 4, 2, 3, 6, 8]",14,6
566,"[5, 2, 3, 6, 15, 8]",16,6
567,"[5, 2, 4, 6, 15, 8]",18,6
568,"[5, 4, 12, 11, 10, 8]",37,6
569,"[5, 4, 6, 15, 7, 10, 8]",28,7
570,"[5, 2, 4, 12, 11, 10, 8]",42,7
571,"[5, 4, 6, 15, 9]",19,5
572,"[5, 2, 3, 6, 15, 9]",22,6
573,"[5, 4, 6, 8, 15, 9]",20,6
574,"[5, 2, 4, 6, 15, 9]",24,6
575,"[5, 4, 2, 3, 6, 15, 9]",23,7
576,"[5, 2, 3, 6, 8, 15, 9]",23,7
577,"[5, 2, 4, 6, 8, 15, 9]",25,7
578,"[5, 4, 6, 8, 10, 7, 15, 9]",35,8
579,"[5, 4, 12, 11, 10, 7, 15, 9]",46,8
580,"[5, 4, 2, 3, 6, 8, 15, 9]",24,8
581,"[5, 4, 6, 8, 10]",18,5
582,"[5, 4, 12, 11, 10]",29,5
583,"[5, 2, 3, 6, 8, 10]",21,6
584,"[5, 4, 6, 15, 7, 10]",20,6
585,"[5, 4, 12, 11, 13, 10]",39,6
586,"[5, 2, 4, 6, 8, 10]",23,6
587,"[5, 4, 6, 15, 8, 10]",21,6
588,"[5, 2, 4, 12, 11, 10]",34,6
589,"[5, 4, 6, 8, 15, 7, 10]",21,7
590,"[5, 4, 2, 3, 6, 8, 10]",22,7
591,"[5, 4, 12, 11]",24,4
592,"[5, 2, 4, 12, 11]",29,5
593,"[5, 4, 6, 8, 10, 11]",23,6
594,"[5, 2, 3, 6, 4, 12, 11]",35,7
595,"[5, 2, 4, 6, 8, 10, 11]",28,7
596,"[5, 4, 6, 15, 7, 10, 11]",25,7
597,"[5, 4, 6, 8, 10, 13, 11]",33,7
598,"[5, 2, 3, 6, 8, 10, 11]",26,7
599,"[5, 4, 6, 15, 8, 10, 11]",26,7
600,"[5, 4, 2, 3, 6, 8, 10, 11]",27,8
601,"[5, 4, 12]",14,3
602,"[5, 2, 4, 12]",19,4
603,"[5, 2, 3, 6, 4, 12]",25,6
604,"[5, 4, 6, 8, 10, 11, 12]",33,7
605,"[5, 2, 4, 6, 8, 10, 11, 12]",38,8
606,"[5, 2, 3, 6, 8, 10, 11, 12]",36,8
607,"[5, 4, 6, 15, 7, 10, 11, 12]",35,8
608,"[5, 4, 6, 8, 10, 13, 11, 12]",43,8
609,"[5, 4, 6, 15, 8, 10, 11, 12]",36,8
610,"[5, 4, 2, 3, 6, 8, 10, 11, 12]",37,9
611,"[5, 4, 6, 8, 10, 14]",26,6
612,"[5, 4, 12, 11, 10, 14]",37,6
613,"[5, 4, 12, 11, 13, 14]",31,6
614,"[5, 2, 3, 6, 8, 10, 14]",29,7
615,"[5, 4, 6, 15, 7, 10, 14]",28,7
616,"[5, 4, 6, 8, 10, 13, 14]",30,7
617,"[5, 4, 12, 11, 10, 13, 14]",41,7
618,"[5, 4, 12, 11, 13, 10, 14]",47,7
619,"[5, 2, 4, 6, 8, 10, 14]",31,7
620,"[5, 4, 6, 15, 8, 10, 14]",29,7
621,"[5, 4, 6, 15]",11,4
622,"[5, 2, 3, 6, 15]",14,5
623,"[5, 4, 6, 8, 15]",12,5
624,"[5, 2, 4, 6, 15]",16,5
625,"[5, 4, 2, 3, 6, 15]",15,6
626,"[5, 2, 3, 6, 8, 15]",15,6
627,"[5, 2, 4, 6, 8, 15]",17,6
628,"[5, 4, 6, 8, 10, 7, 15]",27,7
629,"[5, 4, 12, 11, 10, 7, 15]",38,7
630,"[5, 4, 2, 3, 6, 8, 15]",16,7
631,"[6, 3, 2, 1]",13,4
632,"[6, 4, 2, 1]",15,4
633,"[6, 4, 5, 2, 1]",22,5
634,"[6, 8, 10, 11, 12, 4, 2, 1]",46,8
635,"[6, 15, 7, 10, 11, 12, 4, 2, 1]",48,9
636,"[6, 8, 10, 13, 11, 12, 4, 2, 1]",56,9
637,"[6, 8, 10, 11, 12, 4, 5, 2, 1]",53,9
638,"[6, 15, 8, 10, 11, 12, 4, 2, 1]",49,9
639,"[6, 8, 15, 7, 10, 11, 12, 4, 2, 1]",49,10
640,"[6, 15, 7, 10, 13, 11, 12, 4, 2, 1]",58,10
641,"[6, 3, 2]",5,3
642,"[6, 4, 2]",7,3
643,"[6, 4, 5, 2]",14,4
644,"[6, 8, 10, 11, 12, 4, 2]",38,7
645,"[6, 15, 7, 10, 11, 12, 4, 2]",40,8
646,"[6, 8, 10, 13, 11, 12, 4, 2]",48,8
647,"[6, 8, 10, 11, 12, 4, 5, 2]",45,8
648,"[6, 15, 8, 10, 11, 12, 4, 2]",41,8
649,"[6, 8, 15, 7, 10, 11, 12, 4, 2]",41,9
650,"[6, 15, 7, 10, 13, 11, 12, 4, 2]",50,9
651,"[6, 3]",3,2
652,"[6, 4, 2, 3]",9,4
653,"[6, 4, 5, 2, 3]",16,5
654,"[6, 8, 10, 11, 12, 4, 2, 3]",40,8
655,"[6, 15, 7, 10, 11, 12, 4, 2, 3]",42,9
656,"[6, 8, 10, 13, 11, 12, 4, 2, 3]",50,9
657,"[6, 8, 10, 11, 12, 4, 5, 2, 3]",47,9
658,"[6, 15, 8, 10, 11, 12, 4, 2, 3]",43,9
659,"[6, 8, 15, 7, 10, 11, 12, 4, 2, 3]",43,10
660,"[6, 15, 7, 10, 13, 11, 12, 4, 2, 3]",52,10
661,"[6, 4]",4,2
662,"[6, 3, 2, 4]",8,4
663,"[6, 3, 2, 5, 4]",15,5
664,"[6, 8, 10, 11, 12, 4]",35,6
665,"[6, 15, 7, 10, 11, 12, 4]",37,7
666,"[6, 8, 10, 13, 11, 12, 4]",45,7
667,"[6, 15, 8, 10, 11, 12, 4]",38,7
668,"[6, 8, 15, 7, 10, 11, 12, 4]",38,8
669,"[6, 15, 7, 10, 13, 11, 12, 4]",47,8
670,"[6, 8, 10, 14, 13, 11, 12, 4]",45,8
671,"[6, 4, 5]",8,3
672,"[6, 3, 2, 5]",11,4
673,"[6, 4, 2, 5]",13,4
674,"[6, 3, 2, 4, 5]",12,5
675,"[6, 8, 10, 11, 12, 4, 5]",39,7
676,"[6, 15, 7, 10, 11, 12, 4, 5]",41,8
677,"[6, 8, 10, 13, 11, 12, 4, 5]",49,8
678,"[6, 8, 10, 11, 12, 4, 2, 5]",44,8
679,"[6, 15, 8, 10, 11, 12, 4, 5]",42,8
680,"[6, 8, 15, 7, 10, 11, 12, 4, 5]",42,9
681,"[6, 15, 7]",5,3
682,"[6, 8, 10, 7]",17,4
683,"[6, 8, 15, 7]",6,4
684,"[6, 15, 8, 10, 7]",20,5
685,"[6, 4, 12, 11, 10, 7]",36,6
686,"[6, 4, 12, 11, 13, 10, 7]",46,7
687,"[6, 3, 2, 4, 12, 11, 10, 7]",40,8
688,"[6, 4, 12, 11, 10, 8, 15, 7]",41,8
689,"[6, 4, 12, 11, 13, 14, 10, 7]",46,8
690,"[6, 4, 12, 11, 13, 10, 8, 15, 7]",51,9
691,"[6, 8]",2,2
692,"[6, 15, 8]",5,3
693,"[6, 15, 7, 10, 8]",20,5
694,"[6, 4, 12, 11, 10, 8]",37,6
695,"[6, 4, 12, 11, 13, 10, 8]",47,7
696,"[6, 3, 2, 4, 12, 11, 10, 8]",41,8
697,"[6, 4, 12, 11, 10, 7, 15, 8]",40,8
698,"[6, 4, 12, 11, 13, 14, 10, 8]",47,8
699,"[6, 4, 12, 11, 13, 10, 7, 15, 8]",50,9
700,"[6, 3, 2, 5, 4, 12, 11, 10, 8]",48,9
701,"[6, 15, 9]",11,3
702,"[6, 8, 15, 9]",12,4
703,"[6, 8, 10, 7, 15, 9]",27,6
704,"[6, 4, 12, 11, 10, 7, 15, 9]",46,8
705,"[6, 4, 12, 11, 10, 8, 15, 9]",47,8
706,"[6, 4, 12, 11, 13, 10, 7, 15, 9]",56,9
707,"[6, 4, 12, 11, 13, 10, 8, 15, 9]",57,9
708,"[6, 3, 2, 4, 12, 11, 10, 7, 15, 9]",50,10
709,"[6, 4, 12, 11, 13, 14, 10, 7, 15, 9]",56,10
710,"[6, 3, 2, 4, 12, 11, 10, 8, 15, 9]",51,10
711,"[6, 8, 10]",10,3
712,"[6, 15, 7, 10]",12,4
713,"[6, 15, 8, 10]",13,4
714,"[6, 8, 15, 7, 10]",13,5
715,"[6, 4, 12, 11, 10]",29,5
716,"[6, 4, 12, 11, 13, 10]",39,6
717,"[6, 3, 2, 4, 12, 11, 10]",33,7
718,"[6, 4, 12, 11, 13, 14, 10]",39,7
719,"[6, 3, 2, 5, 4, 12, 11, 10]",40,8
720,"[6, 3, 2, 4, 12, 11, 13, 10]",43,8
721,"[6, 8, 10, 11]",15,4
722,"[6, 4, 12, 11]",24,4
723,"[6, 8, 10, 13, 11]",25,5
724,"[6, 15, 7, 10, 11]",17,5
725,"[6, 15, 8, 10, 11]",18,5
726,"[6, 8, 15, 7, 10, 11]",18,6
727,"[6, 8, 10, 14, 13, 11]",25,6
728,"[6, 3, 2, 4, 12, 11]",28,6
729,"[6, 15, 7, 10, 13, 11]",27,6
730,"[6, 15, 8, 10, 13, 11]",28,6
731,"[6, 4, 12]",14,3
732,"[6, 3, 2, 4, 12]",18,5
733,"[6, 8, 10, 11, 12]",25,5
734,"[6, 3, 2, 5, 4, 12]",25,6
735,"[6, 15, 7, 10, 11, 12]",27,6
736,"[6, 8, 10, 13, 11, 12]",35,6
737,"[6, 15, 8, 10, 11, 12]",28,6
738,"[6, 8, 15, 7, 10, 11, 12]",28,7
739,"[6, 15, 7, 10, 13, 11, 12]",37,7
740,"[6, 8, 10, 14, 13, 11, 12]",35,7
741,"[6, 8, 10, 13]",20,4
742,"[6, 15, 7, 10, 13]",22,5
743,"[6, 8, 10, 11, 13]",20,5
744,"[6, 4, 12, 11, 13]",29,5
745,"[6, 15, 8, 10, 13]",23,5
746,"[6, 8, 10, 14, 13]",20,5
747,"[6, 8, 15, 7, 10, 13]",23,6
748,"[6, 15, 7, 10, 11, 13]",22,6
749,"[6, 4, 12, 11, 10, 13]",39,6
750,"[6, 15, 8, 10, 11, 13]",23,6
751,"[6, 8, 10, 14]",18,4
752,"[6, 15, 7, 10, 14]",20,5
753,"[6, 8, 10, 13, 14]",22,5
754,"[6, 15, 8, 10, 14]",21,5
755,"[6, 8, 15, 7, 10, 14]",21,6
756,"[6, 4, 12, 11, 10, 14]",37,6
757,"[6, 15, 7, 10, 13, 14]",24,6
758,"[6, 8, 10, 11, 13, 14]",22,6
759,"[6, 15, 8, 10, 13, 14]",25,6
760,"[6, 4, 12, 11, 13, 14]",31,6
761,"[6, 15]",3,2
762,"[6, 8, 15]",4,3
763,"[6, 8, 10, 7, 15]",19,5
764,"[6, 4, 12, 11, 10, 7, 15]",38,7
765,"[6, 4, 12, 11, 10, 8, 15]",39,7
766,"[6, 4, 12, 11, 13, 10, 7, 15]",48,8
767,"[6, 4, 12, 11, 13, 10, 8, 15]",49,8
768,"[6, 3, 2, 4, 12, 11, 10, 7, 15]",42,9
769,"[6, 4, 12, 11, 13, 14, 10, 7, 15]",48,9
770,"[6, 3, 2, 4, 12, 11, 10, 8, 15]",43,9
771,"[7, 15, 6, 3, 2, 1]",18,6
772,"[7, 15, 6, 4, 2, 1]",20,6
773,"[7, 10, 8, 6, 3, 2, 1]",30,7
774,"[7, 15, 8, 6, 3, 2, 1]",19,7
775,"[7, 15, 6, 4, 5, 2, 1]",27,7
776,"[7, 10, 11, 12, 4, 2, 1]",43,7
777,"[7, 10, 8, 6, 4, 2, 1]",32,7
778,"[7, 15, 8, 6, 4, 2, 1]",21,7
779,"[7, 10, 8, 15, 6, 3, 2, 1]",33,8
780,"[7, 10, 13, 11, 12, 4, 2, 1]",53,8
781,"[7, 15, 6, 3, 2]",10,5
782,"[7, 15, 6, 4, 2]",12,5
783,"[7, 10, 8, 6, 3, 2]",22,6
784,"[7, 15, 8, 6, 3, 2]",11,6
785,"[7, 15, 6, 4, 5, 2]",19,6
786,"[7, 10, 11, 12, 4, 2]",35,6
787,"[7, 10, 8, 6, 4, 2]",24,6
788,"[7, 15, 8, 6, 4, 2]",13,6
789,"[7, 10, 8, 15, 6, 3, 2]",25,7
790,"[7, 10, 13, 11, 12, 4, 2]",45,7
791,"[7, 15, 6, 3]",8,4
792,"[7, 10, 8, 6, 3]",20,5
793,"[7, 15, 8, 6, 3]",9,5
794,"[7, 15, 6, 4, 2, 3]",14,6
795,"[7, 10, 8, 15, 6, 3]",23,6
796,"[7, 10, 11, 12, 4, 2, 3]",37,7
797,"[7, 10, 8, 6, 4, 2, 3]",26,7
798,"[7, 15, 8, 6, 4, 2, 3]",15,7
799,"[7, 15, 6, 4, 5, 2, 3]",21,7
800,"[7, 10, 11, 12, 4, 6, 3]",39,7
801,"[7, 15, 6, 4, 5]",13,5
802,"[7, 10, 8, 6, 4, 5]",25,6
803,"[7, 15, 8, 6, 4, 5]",14,6
804,"[7, 15, 6, 3, 2, 5]",16,6
805,"[7, 15, 6, 4, 2, 5]",18,6
806,"[7, 10, 11, 12, 4, 5]",36,6
807,"[7, 10, 8, 15, 6, 4, 5]",28,7
808,"[7, 10, 8, 6, 3, 2, 5]",28,7
809,"[7, 10, 8, 6, 4, 2, 5]",30,7
810,"[7, 15, 8, 6, 3, 2, 5]",17,7
811,"[7, 15, 8]",4,3
812,"[7, 10, 8]",15,3
813,"[7, 15, 6, 8]",7,4
814,"[7, 10, 11, 12, 4, 6, 8]",38,7
815,"[7, 15, 6, 4, 12, 11, 10, 8]",42,8
816,"[7, 10, 13, 11, 12, 4, 6, 8]",48,8
817,"[7, 10, 11, 12, 4, 6, 15, 8]",41,8
818,"[7, 10, 11, 12, 4, 2, 3, 6, 8]",42,9
819,"[7, 15, 6, 4, 12, 11, 13, 10, 8]",52,9
820,"[7, 10, 14, 13, 11, 12, 4, 6, 8]",48,9
821,"[7, 15, 9]",10,3
822,"[7, 10, 8, 15, 9]",25,5
823,"[7, 10, 8, 6, 15, 9]",28,6
824,"[7, 10, 11, 12, 4, 6, 15, 9]",47,8
825,"[7, 10, 13, 11, 12, 4, 6, 15, 9]",57,9
826,"[7, 10, 11, 12, 4, 6, 8, 15, 9]",48,9
827,"[7, 10, 11, 12, 4, 2, 3, 6, 15, 9]",51,10
828,"[7, 10, 14, 13, 11, 12, 4, 6, 15, 9]",57,10
829,"[7, 10, 13, 11, 12, 4, 6, 8, 15, 9]",58,10
830,"[7, 10, 13, 11, 12, 4, 2, 3, 6, 15, 9]",61,11
831,"[7, 10]",7,2
832,"[7, 15, 8, 10]",12,4
833,"[7, 15, 6, 8, 10]",15,5
834,"[7, 15, 6, 4, 12, 11, 10]",34,7
835,"[7, 15, 8, 6, 4, 12, 11, 10]",35,8
836,"[7, 15, 6, 4, 12, 11, 13, 10]",44,8
837,"[7, 15, 6, 3, 2, 4, 12, 11, 10]",38,9
838,"[7, 15, 8, 6, 4, 12, 11, 13, 10]",45,9
839,"[7, 15, 6, 4, 12, 11, 13, 14, 10]",44,9
840,"[7, 15, 8, 6, 3, 2, 4, 12, 11, 10]",39,10
841,"[7, 10, 11]",12,3
842,"[7, 10, 13, 11]",22,4
843,"[7, 15, 8, 10, 11]",17,5
844,"[7, 10, 14, 13, 11]",22,5
845,"[7, 15, 6, 4, 12, 11]",29,6
846,"[7, 15, 8, 10, 13, 11]",27,6
847,"[7, 15, 6, 8, 10, 11]",20,6
848,"[7, 15, 8, 6, 4, 12, 11]",30,7
849,"[7, 10, 8, 6, 4, 12, 11]",41,7
850,"[7, 15, 8, 10, 14, 13, 11]",27,7
851,"[7, 10, 13]",17,3
852,"[7, 10, 11, 13]",17,4
853,"[7, 10, 14, 13]",17,4
854,"[7, 15, 8, 10, 13]",22,5
855,"[7, 15, 6, 8, 10, 13]",25,6
856,"[7, 15, 8, 10, 11, 13]",22,6
857,"[7, 15, 8, 10, 14, 13]",22,6
858,"[7, 15, 6, 4, 12, 11, 13]",34,7
859,"[7, 15, 6, 8, 10, 11, 13]",25,7
860,"[7, 15, 6, 8, 10, 14, 13]",25,7
861,"[7, 10, 14]",15,3
862,"[7, 10, 13, 14]",19,4
863,"[7, 15, 8, 10, 14]",20,5
864,"[7, 10, 11, 13, 14]",19,5
865,"[7, 15, 6, 8, 10, 14]",23,6
866,"[7, 15, 8, 10, 13, 14]",24,6
867,"[7, 15, 6, 8, 10, 13, 14]",27,7
868,"[7, 15, 8, 10, 11, 13, 14]",24,7
869,"[7, 15, 6, 4, 12, 11, 10, 14]",42,8
870,"[7, 15, 6, 8, 10, 11, 13, 14]",27,8
871,"[7, 15]",2,2
872,"[7, 10, 8, 15]",17,4
873,"[7, 10, 8, 6, 15]",20,5
874,"[7, 10, 11, 12, 4, 6, 15]",39,7
875,"[7, 10, 13, 11, 12, 4, 6, 15]",49,8
876,"[7, 10, 11, 12, 4, 6, 8, 15]",40,8
877,"[7, 10, 11, 12, 4, 2, 3, 6, 15]",43,9
878,"[7, 10, 14, 13, 11, 12, 4, 6, 15]",49,9
879,"[7, 10, 13, 11, 12, 4, 6, 8, 15]",50,9
880,"[7, 10, 13, 11, 12, 4, 2, 3, 6, 15]",53,10
881,"[8, 6, 3, 2, 1]",15,5
882,"[8, 6, 4, 2, 1]",17,5
883,"[8, 15, 6, 3, 2, 1]",18,6
884,"[8, 6, 4, 5, 2, 1]",24,6
885,"[8, 15, 6, 4, 2, 1]",20,6
886,"[8, 10, 11, 12, 4, 2, 1]",44,7
887,"[8, 15, 6, 4, 5, 2, 1]",27,7
888,"[8, 10, 7, 15, 6, 3, 2, 1]",33,8
889,"[8, 10, 11, 12, 4, 5, 2, 1]",51,8
890,"[8, 10, 13, 11, 12, 4, 2, 1]",54,8
891,"[8, 6, 3, 2]",7,4
892,"[8, 6, 4, 2]",9,4
893,"[8, 15, 6, 3, 2]",10,5
894,"[8, 6, 4, 5, 2]",16,5
895,"[8, 15, 6, 4, 2]",12,5
896,"[8, 10, 11, 12, 4, 2]",36,6
897,"[8, 15, 6, 4, 5, 2]",19,6
898,"[8, 10, 7, 15, 6, 3, 2]",25,7
899,"[8, 10, 11, 12, 4, 5, 2]",43,7
900,"[8, 10, 13, 11, 12, 4, 2]",46,7
901,"[8, 6, 3]",5,3
902,"[8, 15, 6, 3]",8,4
903,"[8, 6, 4, 2, 3]",11,5
904,"[8, 10, 7, 15, 6, 3]",23,6
905,"[8, 15, 6, 4, 2, 3]",14,6
906,"[8, 6, 4, 5, 2, 3]",18,6
907,"[8, 10, 11, 12, 4, 2, 3]",38,7
908,"[8, 15, 6, 4, 5, 2, 3]",21,7
909,"[8, 10, 11, 12, 4, 6, 3]",40,7
910,"[8, 10, 7, 15, 6, 4, 2, 3]",29,8
911,"[8, 6, 4]",6,3
912,"[8, 15, 6, 4]",9,4
913,"[8, 6, 3, 2, 4]",10,5
914,"[8, 10, 11, 12, 4]",33,5
915,"[8, 15, 6, 3, 2, 4]",13,6
916,"[8, 6, 3, 2, 5, 4]",17,6
917,"[8, 10, 7, 15, 6, 4]",24,6
918,"[8, 10, 13, 11, 12, 4]",43,6
919,"[8, 15, 7, 10, 11, 12, 4]",36,7
920,"[8, 15, 6, 3, 2, 5, 4]",20,7
921,"[8, 6, 4, 5]",10,4
922,"[8, 15, 6, 4, 5]",13,5
923,"[8, 6, 3, 2, 5]",13,5
924,"[8, 6, 4, 2, 5]",15,5
925,"[8, 10, 11, 12, 4, 5]",37,6
926,"[8, 15, 6, 3, 2, 5]",16,6
927,"[8, 15, 6, 4, 2, 5]",18,6
928,"[8, 6, 3, 2, 4, 5]",14,6
929,"[8, 10, 7, 15, 6, 4, 5]",28,7
930,"[8, 10, 11, 12, 4, 2, 5]",42,7
931,"[8, 6]",2,2
932,"[8, 15, 6]",5,3
933,"[8, 10, 7, 15, 6]",20,5
934,"[8, 10, 11, 12, 4, 6]",37,6
935,"[8, 10, 13, 11, 12, 4, 6]",47,7
936,"[8, 15, 7, 10, 11, 12, 4, 6]",40,8
937,"[8, 10, 11, 12, 4, 2, 3, 6]",41,8
938,"[8, 10, 14, 13, 11, 12, 4, 6]",47,8
939,"[8, 10, 13, 11, 12, 4, 2, 3, 6]",51,9
940,"[8, 15, 7, 10, 13, 11, 12, 4, 6]",50,9
941,"[8, 15, 9]",10,3
942,"[8, 6, 15, 9]",13,4
943,"[8, 10, 7, 15, 9]",25,5
944,"[8, 10, 11, 12, 4, 6, 15, 9]",48,8
945,"[8, 6, 4, 12, 11, 10, 7, 15, 9]",48,9
946,"[8, 10, 13, 11, 12, 4, 6, 15, 9]",58,9
947,"[8, 10, 11, 12, 4, 2, 3, 6, 15, 9]",52,10
948,"[8, 6, 4, 12, 11, 13, 10, 7, 15, 9]",58,10
949,"[8, 10, 14, 13, 11, 12, 4, 6, 15, 9]",58,10
950,"[8, 6, 3, 2, 4, 12, 11, 10, 7, 15, 9]",52,11
951,"[8, 10]",8,2
952,"[8, 15, 7, 10]",11,4
953,"[8, 6, 15, 7, 10]",14,5
954,"[8, 6, 4, 12, 11, 10]",31,6
955,"[8, 15, 6, 4, 12, 11, 10]",34,7
956,"[8, 6, 4, 12, 11, 13, 10]",41,7
957,"[8, 6, 3, 2, 4, 12, 11, 10]",35,8
958,"[8, 15, 6, 4, 12, 11, 13, 10]",44,8
959,"[8, 6, 4, 12, 11, 13, 14, 10]",41,8
960,"[8, 15, 6, 3, 2, 4, 12, 11, 10]",38,9
961,"[8, 10, 11]",13,3
962,"[8, 10, 13, 11]",23,4
963,"[8, 15, 7, 10, 11]",16,5
964,"[8, 10, 14, 13, 11]",23,5
965,"[8, 6, 4, 12, 11]",26,5
966,"[8, 15, 6, 4, 12, 11]",29,6
967,"[8, 15, 7, 10, 13, 11]",26,6
968,"[8, 6, 15, 7, 10, 11]",19,6
969,"[8, 15, 7, 10, 14, 13, 11]",26,7
970,"[8, 6, 3, 2, 4, 12, 11]",30,7
971,"[8, 6, 4, 12]",16,4
972,"[8, 10, 11, 12]",23,4
973,"[8, 15, 6, 4, 12]",19,5
974,"[8, 10, 13, 11, 12]",33,5
975,"[8, 6, 3, 2, 4, 12]",20,6
976,"[8, 15, 7, 10, 11, 12]",26,6
977,"[8, 10, 14, 13, 11, 12]",33,6
978,"[8, 15, 6, 3, 2, 4, 12]",23,7
979,"[8, 6, 15, 7, 10, 11, 12]",29,7
980,"[8, 6, 3, 2, 5, 4, 12]",27,7
981,"[8, 10, 13]",18,3
982,"[8, 10, 11, 13]",18,4
983,"[8, 10, 14, 13]",18,4
984,"[8, 15, 7, 10, 13]",21,5
985,"[8, 6, 15, 7, 10, 13]",24,6
986,"[8, 15, 7, 10, 11, 13]",21,6
987,"[8, 6, 4, 12, 11, 13]",31,6
988,"[8, 15, 7, 10, 14, 13]",21,6
989,"[8, 15, 6, 4, 12, 11, 13]",34,7
990,"[8, 6, 15, 7, 10, 11, 13]",24,7
991,"[8, 10, 14]",16,3
992,"[8, 10, 13, 14]",20,4
993,"[8, 15, 7, 10, 14]",19,5
994,"[8, 10, 11, 13, 14]",20,5
995,"[8, 6, 15, 7, 10, 14]",22,6
996,"[8, 15, 7, 10, 13, 14]",23,6
997,"[8, 6, 4, 12, 11, 10, 14]",39,7
998,"[8, 6, 15, 7, 10, 13, 14]",26,7
999,"[8, 15, 7, 10, 11, 13, 14]",23,7
1000,"[8, 6, 4, 12, 11, 13, 14]",33,7
1001,"[8, 15]",2,2
1002,"[8, 6, 15]",5,3
1003,"[8, 10, 7, 15]",17,4
1004,"[8, 10, 11, 12, 4, 6, 15]",40,7
1005,"[8, 6, 4, 12, 11, 10, 7, 15]",40,8
1006,"[8, 10, 13, 11, 12, 4, 6, 15]",50,8
1007,"[8, 10, 11, 12, 4, 2, 3, 6, 15]",44,9
1008,"[8, 6, 4, 12, 11, 13, 10, 7, 15]",50,9
1009,"[8, 10, 14, 13, 11, 12, 4, 6, 15]",50,9
1010,"[8, 6, 3, 2, 4, 12, 11, 10, 7, 15]",44,10
1011,"[9, 15, 6, 3, 2]",16,5
1012,"[9, 15, 6, 4, 2]",18,5
1013,"[9, 15, 8, 6, 3, 2]",17,6
1014,"[9, 15, 6, 4, 5, 2]",25,6
