id,sequence,length,num_stops
532,"[6, 15, 8, 10, 14]",21,5
533,"[6, 8, 10, 13, 14]",22,5
534,"[6, 8, 10, 11, 13, 14]",22,6
535,"[6, 15, 7, 10, 13, 14]",24,6
536,"[6, 15, 7, 10, 11, 13, 14]",24,7
537,"[6, 8, 15, 7, 10, 13, 14]",25,7
538,"[6, 15, 8, 10, 13, 14]",25,6
539,"[6, 15, 8, 10, 11, 13, 14]",25,7
540,"[6, 4, 12, 11, 13, 14]",31,6
541,"[6, 4, 12, 11, 10, 14]",37,6
542,"[6, 4, 12, 11, 10, 13, 14]",41,7
543,"[6, 4, 12, 11, 13, 10, 14]",47,7
544,"[6, 8, 10, 7, 15]",19,5
545,"[6, 4, 12, 11, 10, 7, 15]",38,7
546,"[6, 4, 12, 11, 10, 8, 15]",39,7
547,"[7, 15, 6, 8]",7,4
548,"[7, 10, 11, 12, 4, 6, 8]",38,7
549,"[7, 10, 8, 15, 9]",25,5
550,"[7, 10, 8, 6, 15, 9]",28,6
551,"[7, 15, 8, 10]",12,4
552,"[7, 15, 6, 8, 10]",15,5
553,"[7, 15, 6, 4, 12, 11, 10]",34,7
554,"[7, 15, 8, 10, 11]",17,5
555,"[7, 15, 6, 8, 10, 11]",20,6
556,"[7, 10, 13, 11]",22,4
557,"[7, 10, 14, 13, 11]",22,5
558,"[7, 15, 8, 10, 13, 11]",27,6
559,"[7, 15, 8, 10, 14, 13, 11]",27,7
560,"[7, 15, 6, 4, 12, 11]",29,6
561,"[7, 15, 8, 6, 4, 12, 11]",30,7
562,"[7, 15, 6, 8, 10, 13, 11]",30,7
563,"[7, 10, 8, 6, 4, 12, 11]",41,7
564,"[7, 15, 6, 4, 12]",19,5
565,"[7, 15, 8, 6, 4, 12]",20,6
566,"[7, 10, 11, 12]",22,4
567,"[7, 15, 6, 3, 2, 4, 12]",23,7
568,"[7, 15, 8, 10, 11, 12]",27,6
569,"[7, 15, 6, 8, 10, 11, 12]",30,7
570,"[7, 10, 8, 6, 4, 12]",31,6
571,"[7, 10, 13, 11, 12]",32,5
572,"[7, 10, 14, 13, 11, 12]",32,6
573,"[7, 10, 8, 15, 6, 4, 12]",34,7
574,"[7, 15, 8, 10, 13, 11, 12]",37,7
575,"[7, 10, 11, 13]",17,4
576,"[7, 10, 14, 13]",17,4
577,"[7, 15, 8, 10, 13]",22,5
578,"[7, 15, 8, 10, 11, 13]",22,6
579,"[7, 15, 8, 10, 14, 13]",22,6
580,"[7, 15, 6, 8, 10, 13]",25,6
581,"[7, 15, 6, 8, 10, 11, 13]",25,7
582,"[7, 15, 6, 8, 10, 14, 13]",25,7
583,"[7, 15, 6, 4, 12, 11, 13]",34,7
584,"[7, 10, 13, 14]",19,4
585,"[7, 10, 11, 13, 14]",19,5
586,"[7, 15, 8, 10, 14]",20,5
587,"[7, 15, 6, 8, 10, 14]",23,6
588,"[7, 15, 8, 10, 13, 14]",24,6
589,"[7, 15, 8, 10, 11, 13, 14]",24,7
590,"[7, 15, 6, 8, 10, 13, 14]",27,7
591,"[7, 10, 8, 15]",17,4
592,"[7, 10, 8, 6, 15]",20,5
593,"[7, 10, 11, 12, 4, 6, 15]",39,7
594,"[8, 6, 15, 9]",13,4
595,"[8, 10, 7, 15, 9]",25,5
596,"[8, 15, 7, 10]",11,4
597,"[8, 6, 15, 7, 10]",14,5
598,"[8, 6, 4, 12, 11, 10]",31,6
599,"[8, 15, 6, 4, 12, 11, 10]",34,7
600,"[8, 6, 4, 12, 11, 13, 10]",41,7
601,"[8, 15, 7, 10, 11]",16,5
602,"[8, 6, 15, 7, 10, 11]",19,6
603,"[8, 10, 13, 11]",23,4
604,"[8, 10, 14, 13, 11]",23,5
605,"[8, 15, 7, 10, 13, 11]",26,6
606,"[8, 6, 4, 12, 11]",26,5
607,"[8, 15, 7, 10, 14, 13, 11]",26,7
608,"[8, 15, 6, 4, 12, 11]",29,6
609,"[8, 6, 15, 7, 10, 13, 11]",29,7
610,"[8, 6, 3, 2, 4, 12, 11]",30,7
611,"[8, 6, 4, 12]",16,4
612,"[8, 15, 6, 4, 12]",19,5
613,"[8, 6, 3, 2, 4, 12]",20,6
614,"[8, 10, 11, 12]",23,4
615,"[8, 15, 6, 3, 2, 4, 12]",23,7
616,"[8, 15, 7, 10, 11, 12]",26,6
617,"[8, 6, 3, 2, 5, 4, 12]",27,7
618,"[8, 6, 15, 7, 10, 11, 12]",29,7
619,"[8, 10, 13, 11, 12]",33,5
620,"[8, 10, 14, 13, 11, 12]",33,6
621,"[8, 10, 7, 15, 6, 4, 12]",34,7
622,"[8, 15, 7, 10, 13, 11, 12]",36,7
623,"[8, 10, 11, 13]",18,4
624,"[8, 10, 14, 13]",18,4
625,"[8, 15, 7, 10, 13]",21,5
626,"[8, 15, 7, 10, 11, 13]",21,6
627,"[8, 15, 7, 10, 14, 13]",21,6
628,"[8, 6, 15, 7, 10, 13]",24,6
629,"[8, 6, 15, 7, 10, 11, 13]",24,7
630,"[8, 6, 15, 7, 10, 14, 13]",24,7
631,"[8, 6, 4, 12, 11, 13]",31,6
632,"[8, 15, 6, 4, 12, 11, 13]",34,7
633,"[8, 6, 4, 12, 11, 10, 13]",41,7
634,"[8, 15, 7, 10, 14]",19,5
635,"[8, 10, 13, 14]",20,4
636,"[8, 10, 11, 13, 14]",20,5
637,"[8, 6, 15, 7, 10, 14]",22,6
638,"[8, 15, 7, 10, 13, 14]",23,6
639,"[8, 15, 7, 10, 11, 13, 14]",23,7
640,"[8, 6, 15, 7, 10, 13, 14]",26,7
641,"[8, 6, 4, 12, 11, 13, 14]",33,7
642,"[8, 6, 4, 12, 11, 10, 14]",39,7
643,"[8, 10, 7, 15]",17,4
644,"[8, 10, 11, 12, 4, 6, 15]",40,7
645,"[9, 15, 7, 10]",17,4
646,"[9, 15, 8, 10]",18,4
647,"[9, 15, 6, 8, 10]",21,5
648,"[9, 15, 6, 4, 12, 11, 10]",40,7
649,"[9, 15, 7, 10, 11]",22,5
650,"[9, 15, 8, 10, 11]",23,5
651,"[9, 15, 6, 8, 10, 11]",26,6
652,"[9, 15, 7, 10, 13, 11]",32,6
653,"[9, 15, 7, 10, 14, 13, 11]",32,7
654,"[9, 15, 8, 10, 13, 11]",33,6
655,"[9, 15, 8, 10, 14, 13, 11]",33,7
656,"[9, 15, 6, 4, 12, 11]",35,6
657,"[9, 15, 8, 6, 4, 12, 11]",36,7
658,"[9, 15, 6, 8, 10, 13, 11]",36,7
659,"[9, 15, 6, 4, 12]",25,5
660,"[9, 15, 8, 6, 4, 12]",26,6
661,"[9, 15, 6, 3, 2, 4, 12]",29,7
662,"[9, 15, 7, 10, 11, 12]",32,6
663,"[9, 15, 8, 10, 11, 12]",33,6
664,"[9, 15, 6, 8, 10, 11, 12]",36,7
665,"[9, 15, 7, 10, 13, 11, 12]",42,7
666,"[9, 15, 8, 10, 13, 11, 12]",43,7
667,"[9, 15, 7, 10, 13]",27,5
668,"[9, 15, 7, 10, 11, 13]",27,6
669,"[9, 15, 7, 10, 14, 13]",27,6
670,"[9, 15, 8, 10, 13]",28,5
671,"[9, 15, 8, 10, 11, 13]",28,6
672,"[9, 15, 8, 10, 14, 13]",28,6
673,"[9, 15, 6, 8, 10, 13]",31,6
674,"[9, 15, 6, 8, 10, 11, 13]",31,7
675,"[9, 15, 6, 8, 10, 14, 13]",31,7
676,"[9, 15, 6, 4, 12, 11, 13]",40,7
677,"[9, 15, 7, 10, 14]",25,5
678,"[9, 15, 8, 10, 14]",26,5
679,"[9, 15, 7, 10, 13, 14]",29,6
680,"[9, 15, 6, 8, 10, 14]",29,6
681,"[9, 15, 7, 10, 11, 13, 14]",29,7
682,"[9, 15, 8, 10, 13, 14]",30,6
683,"[9, 15, 8, 10, 11, 13, 14]",30,7
684,"[9, 15, 6, 8, 10, 13, 14]",33,7
685,"[10, 14, 13, 11]",15,4
686,"[10, 8, 6, 4, 12, 11]",34,6
687,"[10, 7, 15, 6, 4, 12, 11]",36,7
688,"[10, 8, 15, 6, 4, 12, 11]",37,7
689,"[10, 8, 6, 4, 12]",24,5
690,"[10, 13, 11, 12]",25,4
691,"[10, 14, 13, 11, 12]",25,5
692,"[10, 7, 15, 6, 4, 12]",26,6
693,"[10, 8, 15, 6, 4, 12]",27,6
694,"[10, 7, 15, 8, 6, 4, 12]",27,7
695,"[10, 8, 6, 3, 2, 4, 12]",28,7
696,"[10, 8, 6, 4, 12, 11, 13]",39,7
697,"[10, 11, 13, 14]",12,4
698,"[10, 8, 6, 15]",13,4
699,"[10, 11, 12, 4, 6, 15]",32,6
700,"[10, 11, 12, 4, 6, 8, 15]",33,7
701,"[10, 13, 11, 12, 4, 6, 15]",42,7
702,"[11, 10, 8, 6, 4, 12]",29,6
703,"[11, 10, 7, 15, 6, 4, 12]",31,7
704,"[11, 10, 8, 15, 6, 4, 12]",32,7
705,"[11, 13, 10, 8, 6, 4, 12]",39,7
706,"[11, 10, 14, 13]",15,4
707,"[11, 12, 4, 6, 8, 10, 13]",44,7
708,"[11, 10, 13, 14]",17,4
709,"[11, 13, 10, 14]",23,4
710,"[11, 12, 4, 6, 8, 10, 14]",42,7
711,"[11, 10, 7, 15]",14,4
712,"[11, 10, 8, 15]",15,4
713,"[11, 10, 8, 6, 15]",18,5
714,"[11, 13, 10, 7, 15]",24,5
715,"[11, 13, 14, 10, 7, 15]",24,6
716,"[11, 13, 10, 8, 15]",25,5
717,"[11, 13, 14, 10, 8, 15]",25,6
718,"[11, 12, 4, 6, 15]",27,5
719,"[11, 13, 10, 8, 6, 15]",28,6
720,"[11, 13, 14, 10, 8, 6, 15]",28,7
721,"[11, 12, 4, 6, 8, 15]",28,6
722,"[11, 12, 4, 2, 3, 6, 15]",31,7
723,"[12, 11, 10, 13]",25,4
724,"[12, 11, 10, 14, 13]",25,5
725,"[12, 4, 6, 8, 10, 13]",34,6
726,"[12, 4, 6, 8, 10, 11, 13]",34,7
727,"[12, 4, 6, 8, 10, 14, 13]",34,7
728,"[12, 4, 6, 15, 7, 10, 13]",36,7
729,"[12, 4, 6, 15, 8, 10, 13]",37,7
730,"[12, 11, 13, 14]",17,4
731,"[12, 11, 10, 14]",23,4
732,"[12, 11, 10, 13, 14]",27,5
733,"[12, 4, 6, 8, 10, 14]",32,6
734,"[12, 11, 13, 10, 14]",33,5
735,"[12, 4, 6, 15, 7, 10, 14]",34,7
736,"[12, 4, 6, 15, 8, 10, 14]",35,7
737,"[12, 4, 6, 8, 10, 13, 14]",36,7
738,"[12, 4, 6, 15]",17,4
739,"[12, 4, 6, 8, 15]",18,5
740,"[12, 4, 2, 3, 6, 15]",21,6
741,"[12, 4, 2, 3, 6, 8, 15]",22,7
742,"[12, 11, 10, 7, 15]",24,5
743,"[12, 11, 10, 8, 15]",25,5
744,"[12, 4, 5, 2, 3, 6, 15]",28,7
745,"[12, 11, 10, 8, 6, 15]",28,6
746,"[12, 4, 6, 8, 10, 7, 15]",33,7
747,"[12, 11, 13, 10, 7, 15]",34,6
748,"[12, 11, 13, 14, 10, 7, 15]",34,7
749,"[12, 11, 13, 10, 8, 15]",35,6
750,"[12, 11, 13, 14, 10, 8, 15]",35,7
751,"[12, 11, 13, 10, 8, 6, 15]",38,7
752,"[13, 11, 10, 14]",18,4
753,"[13, 10, 7, 15]",19,4
754,"[13, 14, 10, 7, 15]",19,5
755,"[13, 11, 10, 7, 15]",19,5
756,"[13, 10, 8, 15]",20,4
757,"[13, 14, 10, 8, 15]",20,5
758,"[13, 11, 10, 8, 15]",20,5
759,"[13, 10, 8, 6, 15]",23,5
760,"[13, 14, 10, 8, 6, 15]",23,6
761,"[13, 11, 10, 8, 6, 15]",23,6
762,"[13, 11, 12, 4, 6, 15]",32,6
763,"[13, 11, 12, 4, 6, 8, 15]",33,7
764,"[13, 10, 11, 12, 4, 6, 15]",42,7
765,"[14, 10, 7, 15]",17,4
766,"[14, 10, 8, 15]",18,4
767,"[14, 13, 10, 7, 15]",21,5
768,"[14, 10, 8, 6, 15]",21,5
769,"[14, 13, 11, 10, 7, 15]",21,6
770,"[14, 13, 10, 8, 15]",22,5
771,"[14, 13, 11, 10, 8, 15]",22,6
772,"[14, 13, 10, 8, 6, 15]",25,6
773,"[14, 13, 11, 10, 8, 6, 15]",25,7
774,"[14, 13, 11, 12, 4, 6, 15]",34,7
775,"[14, 10, 11, 12, 4, 6, 15]",40,7
